stay_year,stay_month,season_band,booking_window_band,room_id,room_name,quoted_requests,overall_converted_requests,same_room_converted_requests,avg_quote_amount,overall_conversion_pct,same_room_conversion_pct
2025,2025-06,SHOULDER,31-60,2761,Camera  Standard,118,2,1,1046.23,1.69,0.85
2025,2025-06,SHOULDER,31-60,2762,Camera Superior,133,6,3,1378.5,4.51,2.26
2025,2025-06,SHOULDER,31-60,2763,Camera Deluxe,109,4,2,1434.91,3.67,1.83
2025,2025-06,SHOULDER,31-60,2764,Appartamento Area Giardino,88,3,3,2029.42,3.41,3.41
2025,2025-06,SHOULDER,31-60,2765,Appartamento Area Piscina,185,9,7,1897.03,4.86,3.78
2025,2025-06,SHOULDER,31-60,2767,Suite Familiare Vista Piscina,2,0,0,1248.15,0.0,0.0
2025,2025-06,SHOULDER,31-60,3231,Suite Familiare,2,0,0,1726.65,0.0,0.0
2025,2025-06,SHOULDER,61-90,2761,Camera  Standard,87,4,3,1446.86,4.6,3.45
2025,2025-06,SHOULDER,61-90,2762,Camera Superior,96,3,1,1694.24,3.12,1.04
2025,2025-06,SHOULDER,61-90,2763,Camera Deluxe,65,2,1,1859.02,3.08,1.54
2025,2025-06,SHOULDER,61-90,2764,Appartamento Area Giardino,53,2,1,2356.65,3.77,1.89
2025,2025-06,SHOULDER,61-90,2765,Appartamento Area Piscina,86,3,2,2069.68,3.49,2.33
2025,2025-06,SHOULDER,61-90,3231,Suite Familiare,4,0,0,1600.26,0.0,0.0
2025,2025-06,SHOULDER,91-180,2761,Camera  Standard,50,3,3,1544.16,6.0,6.0
2025,2025-06,SHOULDER,91-180,2762,Camera Superior,51,1,1,1971.88,1.96,1.96
2025,2025-06,SHOULDER,91-180,2763,Camera Deluxe,28,0,0,2153.76,0.0,0.0
2025,2025-06,SHOULDER,91-180,2764,Appartamento Area Giardino,43,1,0,2658.75,2.33,0.0
2025,2025-06,SHOULDER,91-180,2765,Appartamento Area Piscina,65,0,0,2282.87,0.0,0.0
2025,2025-06,SHOULDER,91-180,2767,Suite Familiare Vista Piscina,1,0,0,943.0,0.0,0.0
2025,2025-06,SHOULDER,91-180,5375,Villino 2Ten,1,1,1,1190.0,100.0,100.0
2025,2025-06,SHOULDER,91-180,5376,Villino Double,2,0,0,4290.0,0.0,0.0
2025,2025-06,SHOULDER,181+,2761,Camera  Standard,1,0,0,1190.0,0.0,0.0
2025,2025-06,SHOULDER,181+,2762,Camera Superior,2,0,0,1390.0,0.0,0.0
2025,2025-06,SHOULDER,181+,2765,Appartamento Area Piscina,1,0,0,1590.0,0.0,0.0
2025,2025-07,PEAK,0-7,2761,Camera  Standard,9,2,1,1308.23,22.22,11.11
2025,2025-07,PEAK,0-7,2762,Camera Superior,11,2,2,700.11,18.18,18.18
2025,2025-07,PEAK,0-7,2763,Camera Deluxe,10,1,1,495.72,10.0,10.0
2025,2025-07,PEAK,0-7,2764,Appartamento Area Giardino,71,3,2,1703.06,4.23,2.82
2025,2025-07,PEAK,0-7,2765,Appartamento Area Piscina,54,5,3,1631.2,9.26,5.56
2025,2025-07,PEAK,0-7,2767,Suite Familiare Vista Piscina,1,0,0,465.0,0.0,0.0
2025,2025-07,PEAK,0-7,3231,Suite Familiare,2,1,1,427.6,50.0,50.0
2025,2025-07,PEAK,8-14,2761,Camera  Standard,29,3,1,1002.79,10.34,3.45
2025,2025-07,PEAK,8-14,2762,Camera Superior,7,0,0,484.43,0.0,0.0
2025,2025-07,PEAK,8-14,2763,Camera Deluxe,14,1,1,1581.84,7.14,7.14
2025,2025-07,PEAK,8-14,2764,Appartamento Area Giardino,62,5,3,1966.57,8.06,4.84
2025,2025-07,PEAK,8-14,2765,Appartamento Area Piscina,94,3,2,1860.16,3.19,2.13
2025,2025-07,PEAK,8-14,2767,Suite Familiare Vista Piscina,7,0,0,2192.09,0.0,0.0
2025,2025-07,PEAK,8-14,3231,Suite Familiare,3,1,0,613.33,33.33,0.0
2025,2025-07,PEAK,8-14,5375,Villino 2Ten,1,0,0,1315.8,0.0,0.0
2025,2025-07,PEAK,8-14,5376,Villino Double,2,1,1,2287.5,50.0,50.0
2025,2025-07,PEAK,15-30,2761,Camera  Standard,54,8,8,1221.26,14.81,14.81
2025,2025-07,PEAK,15-30,2762,Camera Superior,21,2,1,1273.68,9.52,4.76
2025,2025-07,PEAK,15-30,2763,Camera Deluxe,46,3,3,2095.4,6.52,6.52
2025,2025-07,PEAK,15-30,2764,Appartamento Area Giardino,129,5,3,2203.71,3.88,2.33
2025,2025-07,PEAK,15-30,2765,Appartamento Area Piscina,191,8,6,2162.25,4.19,3.14
2025,2025-07,PEAK,15-30,2767,Suite Familiare Vista Piscina,27,0,0,2764.18,0.0,0.0
2025,2025-07,PEAK,15-30,3231,Suite Familiare,13,0,0,2241.04,0.0,0.0
2025,2025-07,PEAK,15-30,5376,Villino Double,2,0,0,3549.65,0.0,0.0
2025,2025-07,PEAK,31-60,2761,Camera  Standard,121,7,6,1503.79,5.79,4.96
2025,2025-07,PEAK,31-60,2762,Camera Superior,112,3,2,1968.45,2.68,1.79
2025,2025-07,PEAK,31-60,2763,Camera Deluxe,73,0,0,2395.79,0.0,0.0
2025,2025-07,PEAK,31-60,2764,Appartamento Area Giardino,47,1,1,2783.01,2.13,2.13
2025,2025-07,PEAK,31-60,2765,Appartamento Area Piscina,211,3,2,2373.17,1.42,0.95
2025,2025-07,PEAK,31-60,2767,Suite Familiare Vista Piscina,82,0,0,2872.45,0.0,0.0
2025,2025-07,PEAK,31-60,3231,Suite Familiare,19,1,1,2502.48,5.26,5.26
2025,2025-07,PEAK,31-60,5376,Villino Double,1,0,0,1184.65,0.0,0.0
2025,2025-07,PEAK,61-90,2761,Camera  Standard,85,1,1,1574.7,1.18,1.18
2025,2025-07,PEAK,61-90,2762,Camera Superior,101,3,1,2154.13,2.97,0.99
2025,2025-07,PEAK,61-90,2763,Camera Deluxe,111,2,2,2503.61,1.8,1.8
2025,2025-07,PEAK,61-90,2764,Appartamento Area Giardino,35,0,0,2854.84,0.0,0.0
2025,2025-07,PEAK,61-90,2765,Appartamento Area Piscina,78,1,1,2320.71,1.28,1.28
2025,2025-07,PEAK,61-90,2767,Suite Familiare Vista Piscina,39,0,0,2809.98,0.0,0.0
2025,2025-07,PEAK,61-90,3231,Suite Familiare,6,1,0,2291.95,16.67,0.0
2025,2025-07,PEAK,91-180,2761,Camera  Standard,163,3,2,1860.57,1.84,1.23
2025,2025-07,PEAK,91-180,2762,Camera Superior,212,2,1,2280.72,0.94,0.47
2025,2025-07,PEAK,91-180,2763,Camera Deluxe,259,3,1,2740.0,1.16,0.39
2025,2025-07,PEAK,91-180,2764,Appartamento Area Giardino,116,4,4,3106.34,3.45,3.45
2025,2025-07,PEAK,91-180,2765,Appartamento Area Piscina,147,5,4,2687.18,3.4,2.72
2025,2025-07,PEAK,91-180,2767,Suite Familiare Vista Piscina,29,0,0,3092.71,0.0,0.0
2025,2025-07,PEAK,91-180,3231,Suite Familiare,11,1,1,2398.28,9.09,9.09
2025,2025-07,PEAK,91-180,5376,Villino Double,1,0,0,2910.0,0.0,0.0
2025,2025-07,PEAK,181+,2761,Camera  Standard,10,0,0,1730.0,0.0,0.0
2025,2025-07,PEAK,181+,2762,Camera Superior,15,2,2,2111.33,13.33,13.33
2025,2025-07,PEAK,181+,2763,Camera Deluxe,5,0,0,1830.0,0.0,0.0
2025,2025-07,PEAK,181+,2764,Appartamento Area Giardino,19,0,0,2392.05,0.0,0.0
2025,2025-07,PEAK,181+,2765,Appartamento Area Piscina,5,0,0,2572.0,0.0,0.0
2025,2025-07,PEAK,181+,5375,Villino 2Ten,1,0,0,4190.0,0.0,0.0
2025,2025-08,PEAK,0-7,2761,Camera  Standard,35,7,7,688.13,20.0,20.0
2025,2025-08,PEAK,0-7,2762,Camera Superior,23,4,4,1001.33,17.39,17.39
2025,2025-08,PEAK,0-7,2763,Camera Deluxe,2,0,0,700.0,0.0,0.0
2025,2025-08,PEAK,0-7,2764,Appartamento Area Giardino,82,8,7,1673.0,9.76,8.54
2025,2025-08,PEAK,0-7,2765,Appartamento Area Piscina,18,1,1,1561.15,5.56,5.56
2025,2025-08,PEAK,0-7,3231,Suite Familiare,4,0,0,601.8,0.0,0.0
2025,2025-08,PEAK,0-7,5375,Villino 2Ten,1,0,0,2496.6,0.0,0.0
2025,2025-08,PEAK,0-7,5376,Villino Double,3,1,1,2633.33,33.33,33.33
2025,2025-08,PEAK,8-14,2761,Camera  Standard,28,4,3,822.93,14.29,10.71
2025,2025-08,PEAK,8-14,2762,Camera Superior,25,1,1,1192.24,4.0,4.0
2025,2025-08,PEAK,8-14,2763,Camera Deluxe,17,0,0,1602.43,0.0,0.0
2025,2025-08,PEAK,8-14,2764,Appartamento Area Giardino,63,5,5,1775.17,7.94,7.94
2025,2025-08,PEAK,8-14,2765,Appartamento Area Piscina,51,5,5,2004.26,9.8,9.8
2025,2025-08,PEAK,8-14,2767,Suite Familiare Vista Piscina,5,0,0,672.0,0.0,0.0
2025,2025-08,PEAK,8-14,3231,Suite Familiare,2,0,0,922.5,0.0,0.0
2025,2025-08,PEAK,15-30,2761,Camera  Standard,54,5,5,1148.65,9.26,9.26
2025,2025-08,PEAK,15-30,2762,Camera Superior,34,2,1,1254.19,5.88,2.94
2025,2025-08,PEAK,15-30,2763,Camera Deluxe,29,3,1,1672.02,10.34,3.45
2025,2025-08,PEAK,15-30,2764,Appartamento Area Giardino,64,3,3,2406.41,4.69,4.69
2025,2025-08,PEAK,15-30,2765,Appartamento Area Piscina,202,7,5,2286.39,3.47,2.48
2025,2025-08,PEAK,15-30,2767,Suite Familiare Vista Piscina,6,1,1,1688.02,16.67,16.67
2025,2025-08,PEAK,15-30,3231,Suite Familiare,11,0,0,1564.25,0.0,0.0
2025,2025-08,PEAK,15-30,5376,Villino Double,1,0,0,2200.0,0.0,0.0
2025,2025-08,PEAK,31-60,2761,Camera  Standard,115,4,2,1613.89,3.48,1.74
2025,2025-08,PEAK,31-60,2762,Camera Superior,114,3,2,2244.0,2.63,1.75
2025,2025-08,PEAK,31-60,2763,Camera Deluxe,64,1,1,2195.68,1.56,1.56
2025,2025-08,PEAK,31-60,2764,Appartamento Area Giardino,81,1,1,3201.76,1.23,1.23
2025,2025-08,PEAK,31-60,2765,Appartamento Area Piscina,297,3,3,2793.96,1.01,1.01
2025,2025-08,PEAK,31-60,2767,Suite Familiare Vista Piscina,16,1,0,2571.71,6.25,0.0
2025,2025-08,PEAK,31-60,3231,Suite Familiare,10,1,1,2093.84,10.0,10.0
2025,2025-08,PEAK,31-60,5376,Villino Double,1,0,0,2940.0,0.0,0.0
2025,2025-08,PEAK,61-90,2761,Camera  Standard,125,4,3,1799.75,3.2,2.4
2025,2025-08,PEAK,61-90,2762,Camera Superior,68,2,1,2131.19,2.94,1.47
2025,2025-08,PEAK,61-90,2763,Camera Deluxe,82,2,2,2940.33,2.44,2.44
2025,2025-08,PEAK,61-90,2764,Appartamento Area Giardino,164,2,2,3161.04,1.22,1.22
2025,2025-08,PEAK,61-90,2765,Appartamento Area Piscina,291,4,4,2993.67,1.37,1.37
2025,2025-08,PEAK,61-90,2767,Suite Familiare Vista Piscina,7,0,0,2817.28,0.0,0.0
2025,2025-08,PEAK,61-90,3231,Suite Familiare,5,0,0,2269.98,0.0,0.0
2025,2025-08,PEAK,61-90,5376,Villino Double,2,0,0,2304.25,0.0,0.0
2025,2025-08,PEAK,91-180,2761,Camera  Standard,283,4,3,1931.78,1.41,1.06
2025,2025-08,PEAK,91-180,2762,Camera Superior,316,8,6,2648.05,2.53,1.9
2025,2025-08,PEAK,91-180,2763,Camera Deluxe,464,7,1,3298.46,1.51,0.22
2025,2025-08,PEAK,91-180,2764,Appartamento Area Giardino,172,1,0,3480.77,0.58,0.0
2025,2025-08,PEAK,91-180,2765,Appartamento Area Piscina,321,6,3,3049.73,1.87,0.93
2025,2025-08,PEAK,91-180,2767,Suite Familiare Vista Piscina,8,0,0,3363.94,0.0,0.0
2025,2025-08,PEAK,91-180,3231,Suite Familiare,20,1,0,2904.95,5.0,0.0
2025,2025-08,PEAK,91-180,5376,Villino Double,3,0,0,3088.45,0.0,0.0
2025,2025-08,PEAK,181+,2761,Camera  Standard,9,0,0,2405.56,0.0,0.0
2025,2025-08,PEAK,181+,2762,Camera Superior,33,0,0,2813.26,0.0,0.0
2025,2025-08,PEAK,181+,2763,Camera Deluxe,15,0,0,3563.45,0.0,0.0
2025,2025-08,PEAK,181+,2764,Appartamento Area Giardino,28,0,0,3490.0,0.0,0.0
2025,2025-08,PEAK,181+,2765,Appartamento Area Piscina,6,0,0,3073.33,0.0,0.0
2025,2025-08,PEAK,181+,2767,Suite Familiare Vista Piscina,1,1,1,3890.0,100.0,100.0
2025,2025-08,PEAK,181+,5375,Villino 2Ten,3,0,0,2030.0,0.0,0.0
2025,2025-08,PEAK,181+,5376,Villino Double,4,0,0,3253.92,0.0,0.0
2025,2025-09,SHOULDER,0-7,2761,Camera  Standard,24,6,6,440.03,25.0,25.0
2025,2025-09,SHOULDER,0-7,2762,Camera Superior,21,4,3,608.02,19.05,14.29
2025,2025-09,SHOULDER,0-7,2763,Camera Deluxe,11,3,1,660.88,27.27,9.09
2025,2025-09,SHOULDER,0-7,2764,Appartamento Area Giardino,33,8,8,896.05,24.24,24.24
2025,2025-09,SHOULDER,0-7,2765,Appartamento Area Piscina,10,6,5,722.46,60.0,50.0
2025,2025-09,SHOULDER,0-7,3231,Suite Familiare,1,0,0,547.2,0.0,0.0
2025,2025-09,SHOULDER,8-14,2761,Camera  Standard,36,3,2,524.61,8.33,5.56
2025,2025-09,SHOULDER,8-14,2762,Camera Superior,13,3,2,810.02,23.08,15.38
2025,2025-09,SHOULDER,8-14,2763,Camera Deluxe,40,3,3,1003.39,7.5,7.5
2025,2025-09,SHOULDER,8-14,2764,Appartamento Area Giardino,19,5,5,1149.07,26.32,26.32
2025,2025-09,SHOULDER,8-14,2765,Appartamento Area Piscina,15,0,0,856.36,0.0,0.0
2025,2025-09,SHOULDER,8-14,2767,Suite Familiare Vista Piscina,1,0,0,950.4,0.0,0.0
2025,2025-09,SHOULDER,8-14,3231,Suite Familiare,1,0,0,215.1,0.0,0.0
2025,2025-09,SHOULDER,15-30,2761,Camera  Standard,55,1,1,594.89,1.82,1.82
2025,2025-09,SHOULDER,15-30,2762,Camera Superior,19,0,0,856.78,0.0,0.0
2025,2025-09,SHOULDER,15-30,2763,Camera Deluxe,22,0,0,1213.54,0.0,0.0
2025,2025-09,SHOULDER,15-30,2764,Appartamento Area Giardino,11,0,0,1448.43,0.0,0.0
2025,2025-09,SHOULDER,15-30,2765,Appartamento Area Piscina,12,3,3,1100.19,25.0,25.0
2025,2025-09,SHOULDER,15-30,2767,Suite Familiare Vista Piscina,2,0,0,1274.3,0.0,0.0
2025,2025-09,SHOULDER,15-30,3231,Suite Familiare,5,0,0,1176.34,0.0,0.0
2025,2025-09,SHOULDER,31-60,2761,Camera  Standard,60,4,4,857.96,6.67,6.67
2025,2025-09,SHOULDER,31-60,2762,Camera Superior,27,2,1,1204.88,7.41,3.7
2025,2025-09,SHOULDER,31-60,2763,Camera Deluxe,20,0,0,1154.38,0.0,0.0
2025,2025-09,SHOULDER,31-60,2764,Appartamento Area Giardino,15,0,0,1901.08,0.0,0.0
2025,2025-09,SHOULDER,31-60,2765,Appartamento Area Piscina,29,1,1,1588.29,3.45,3.45
2025,2025-09,SHOULDER,31-60,2767,Suite Familiare Vista Piscina,3,0,0,2202.3,0.0,0.0
2025,2025-09,SHOULDER,31-60,3231,Suite Familiare,6,1,0,1736.77,16.67,0.0
2025,2025-09,SHOULDER,31-60,5376,Villino Double,1,1,0,900.0,100.0,0.0
2025,2025-09,SHOULDER,61-90,2761,Camera  Standard,32,1,1,1047.86,3.12,3.12
2025,2025-09,SHOULDER,61-90,2762,Camera Superior,17,1,1,1346.17,5.88,5.88
2025,2025-09,SHOULDER,61-90,2763,Camera Deluxe,17,1,0,2032.77,5.88,0.0
2025,2025-09,SHOULDER,61-90,2764,Appartamento Area Giardino,4,0,0,1716.25,0.0,0.0
2025,2025-09,SHOULDER,61-90,2765,Appartamento Area Piscina,19,3,2,1565.03,15.79,10.53
2025,2025-09,SHOULDER,61-90,3231,Suite Familiare,2,1,0,2575.3,50.0,0.0
2025,2025-09,SHOULDER,91-180,2761,Camera  Standard,39,0,0,1388.17,0.0,0.0
2025,2025-09,SHOULDER,91-180,2762,Camera Superior,19,0,0,1626.17,0.0,0.0
2025,2025-09,SHOULDER,91-180,2763,Camera Deluxe,26,1,1,1910.45,3.85,3.85
2025,2025-09,SHOULDER,91-180,2764,Appartamento Area Giardino,11,0,0,2026.22,0.0,0.0
2025,2025-09,SHOULDER,91-180,2765,Appartamento Area Piscina,17,0,0,1697.4,0.0,0.0
2025,2025-09,SHOULDER,91-180,2767,Suite Familiare Vista Piscina,2,0,0,2599.49,0.0,0.0
2025,2025-09,SHOULDER,91-180,3231,Suite Familiare,5,0,0,1370.02,0.0,0.0
2025,2025-09,SHOULDER,181+,2764,Appartamento Area Giardino,1,0,0,1990.0,0.0,0.0
2026,2026-05,LOW,0-7,2761,Camera  Standard,1,0,0,984.55,0.0,0.0
2026,2026-05,LOW,0-7,2764,Appartamento Area Giardino,36,3,3,361.02,8.33,8.33
2026,2026-05,LOW,0-7,2765,Appartamento Area Piscina,4,0,0,338.62,0.0,0.0
2026,2026-05,LOW,8-14,2761,Camera  Standard,6,2,1,431.63,33.33,16.67
2026,2026-05,LOW,8-14,2764,Appartamento Area Giardino,7,0,0,592.61,0.0,0.0
2026,2026-05,LOW,8-14,2765,Appartamento Area Piscina,3,0,0,693.05,0.0,0.0
2026,2026-05,LOW,15-30,2761,Camera  Standard,8,0,0,316.78,0.0,0.0
2026,2026-05,LOW,15-30,2762,Camera Superior,5,0,0,501.15,0.0,0.0
2026,2026-05,LOW,15-30,2763,Camera Deluxe,10,1,0,480.24,10.0,0.0
2026,2026-05,LOW,15-30,2764,Appartamento Area Giardino,6,1,0,564.24,16.67,0.0
2026,2026-05,LOW,15-30,2765,Appartamento Area Piscina,8,1,0,504.12,12.5,0.0
2026,2026-05,LOW,15-30,2767,Suite Familiare Vista Piscina,1,0,0,713.15,0.0,0.0
2026,2026-05,LOW,15-30,3231,Suite Familiare,1,0,0,1556.35,0.0,0.0
2026,2026-05,LOW,15-30,5376,Villino Double,1,1,1,341.9,100.0,100.0
2026,2026-05,LOW,31-60,2761,Camera  Standard,7,1,1,327.58,14.29,14.29
2026,2026-05,LOW,31-60,2762,Camera Superior,6,1,0,473.21,16.67,0.0
2026,2026-05,LOW,31-60,2763,Camera Deluxe,3,0,0,815.19,0.0,0.0
2026,2026-05,LOW,31-60,2764,Appartamento Area Giardino,9,1,0,798.97,11.11,0.0
2026,2026-05,LOW,31-60,2765,Appartamento Area Piscina,5,0,0,1101.88,0.0,0.0
2026,2026-05,LOW,31-60,2767,Suite Familiare Vista Piscina,1,0,0,443.75,0.0,0.0
2026,2026-05,LOW,31-60,5376,Villino Double,1,0,0,238.35,0.0,0.0
2026,2026-05,LOW,61-90,2761,Camera  Standard,2,0,0,454.62,0.0,0.0
2026,2026-05,LOW,61-90,2762,Camera Superior,2,0,0,437.55,0.0,0.0
2026,2026-05,LOW,61-90,2763,Camera Deluxe,1,0,0,529.65,0.0,0.0
2026,2026-05,LOW,61-90,2764,Appartamento Area Giardino,1,0,0,3690.1,0.0,0.0
2026,2026-05,LOW,61-90,2765,Appartamento Area Piscina,8,0,0,1376.04,0.0,0.0
2026,2026-05,LOW,91-180,2761,Camera  Standard,16,1,0,1075.33,6.25,0.0
2026,2026-05,LOW,91-180,2762,Camera Superior,4,2,0,1154.79,50.0,0.0
2026,2026-05,LOW,91-180,2763,Camera Deluxe,2,0,0,795.88,0.0,0.0
2026,2026-05,LOW,91-180,2764,Appartamento Area Giardino,1,0,0,783.55,0.0,0.0
2026,2026-05,LOW,91-180,2765,Appartamento Area Piscina,5,1,1,1399.71,20.0,20.0
2026,2026-05,LOW,91-180,2767,Suite Familiare Vista Piscina,1,0,0,1122.7,0.0,0.0
2026,2026-05,LOW,91-180,3231,Suite Familiare,2,1,0,1947.7,50.0,0.0
2026,2026-05,LOW,181+,2761,Camera  Standard,1,0,0,1420.85,0.0,0.0
2026,2026-05,LOW,181+,2762,Camera Superior,2,0,0,1146.48,0.0,0.0
2026,2026-06,SHOULDER,0-7,2761,Camera  Standard,6,0,0,550.32,0.0,0.0
2026,2026-06,SHOULDER,0-7,2762,Camera Superior,8,2,1,558.75,25.0,12.5
2026,2026-06,SHOULDER,0-7,2763,Camera Deluxe,16,2,0,659.67,12.5,0.0
2026,2026-06,SHOULDER,0-7,2764,Appartamento Area Giardino,59,4,3,1159.0,6.78,5.08
2026,2026-06,SHOULDER,0-7,2765,Appartamento Area Piscina,41,1,1,816.98,2.44,2.44
2026,2026-06,SHOULDER,0-7,2767,Suite Familiare Vista Piscina,2,0,0,1054.45,0.0,0.0
2026,2026-06,SHOULDER,0-7,3231,Suite Familiare,4,1,1,348.93,25.0,25.0
2026,2026-06,SHOULDER,0-7,5375,Villino 2Ten,6,0,0,495.97,0.0,0.0
2026,2026-06,SHOULDER,0-7,5376,Villino Double,1,0,0,193.45,0.0,0.0
2026,2026-06,SHOULDER,8-14,2761,Camera  Standard,13,0,0,520.91,0.0,0.0
2026,2026-06,SHOULDER,8-14,2762,Camera Superior,9,2,0,816.47,22.22,0.0
2026,2026-06,SHOULDER,8-14,2763,Camera Deluxe,17,2,1,805.04,11.76,5.88
2026,2026-06,SHOULDER,8-14,2764,Appartamento Area Giardino,32,0,0,1368.81,0.0,0.0
2026,2026-06,SHOULDER,8-14,2765,Appartamento Area Piscina,38,2,2,1198.67,5.26,5.26
2026,2026-06,SHOULDER,8-14,3231,Suite Familiare,8,0,0,1403.55,0.0,0.0
2026,2026-06,SHOULDER,8-14,5375,Villino 2Ten,2,1,1,308.1,50.0,50.0
2026,2026-06,SHOULDER,15-30,2761,Camera  Standard,32,3,2,566.66,9.38,6.25
2026,2026-06,SHOULDER,15-30,2762,Camera Superior,30,2,1,1126.03,6.67,3.33
2026,2026-06,SHOULDER,15-30,2763,Camera Deluxe,72,3,1,1547.13,4.17,1.39
2026,2026-06,SHOULDER,15-30,2764,Appartamento Area Giardino,64,6,4,1426.13,9.38,6.25
2026,2026-06,SHOULDER,15-30,2765,Appartamento Area Piscina,82,4,2,1412.47,4.88,2.44
2026,2026-06,SHOULDER,15-30,2767,Suite Familiare Vista Piscina,1,0,0,1408.05,0.0,0.0
2026,2026-06,SHOULDER,15-30,3231,Suite Familiare,5,0,0,752.48,0.0,0.0
2026,2026-06,SHOULDER,15-30,5375,Villino 2Ten,2,1,0,1232.38,50.0,0.0
2026,2026-06,SHOULDER,15-30,5376,Villino Double,4,0,0,1487.78,0.0,0.0
2026,2026-06,SHOULDER,31-60,2761,Camera  Standard,70,4,4,1064.03,5.71,5.71
2026,2026-06,SHOULDER,31-60,2762,Camera Superior,71,6,4,1309.35,8.45,5.63
2026,2026-06,SHOULDER,31-60,2763,Camera Deluxe,106,2,0,1713.15,1.89,0.0
2026,2026-06,SHOULDER,31-60,2764,Appartamento Area Giardino,69,1,1,1633.69,1.45,1.45
2026,2026-06,SHOULDER,31-60,2765,Appartamento Area Piscina,62,2,1,1631.42,3.23,1.61
2026,2026-06,SHOULDER,31-60,2767,Suite Familiare Vista Piscina,5,0,0,1722.13,0.0,0.0
2026,2026-06,SHOULDER,31-60,3231,Suite Familiare,3,1,0,815.05,33.33,0.0
2026,2026-06,SHOULDER,31-60,5375,Villino 2Ten,4,0,0,1303.54,0.0,0.0
2026,2026-06,SHOULDER,31-60,5376,Villino Double,3,0,0,1250.88,0.0,0.0
2026,2026-06,SHOULDER,61-90,2761,Camera  Standard,93,2,1,1223.82,2.15,1.08
2026,2026-06,SHOULDER,61-90,2762,Camera Superior,83,3,1,1562.16,3.61,1.2
2026,2026-06,SHOULDER,61-90,2763,Camera Deluxe,84,4,0,2261.74,4.76,0.0
2026,2026-06,SHOULDER,61-90,2764,Appartamento Area Giardino,115,5,4,2060.85,4.35,3.48
2026,2026-06,SHOULDER,61-90,2765,Appartamento Area Piscina,64,1,1,1954.94,1.56,1.56
2026,2026-06,SHOULDER,61-90,2767,Suite Familiare Vista Piscina,3,0,0,2336.47,0.0,0.0
2026,2026-06,SHOULDER,61-90,3231,Suite Familiare,2,1,0,1685.22,50.0,0.0
2026,2026-06,SHOULDER,61-90,5376,Villino Double,7,0,0,1499.18,0.0,0.0
2026,2026-06,SHOULDER,91-180,2761,Camera  Standard,118,3,3,1412.39,2.54,2.54
2026,2026-06,SHOULDER,91-180,2762,Camera Superior,119,1,1,1967.16,0.84,0.84
2026,2026-06,SHOULDER,91-180,2763,Camera Deluxe,152,1,0,2526.97,0.66,0.0
2026,2026-06,SHOULDER,91-180,2764,Appartamento Area Giardino,51,3,3,2411.08,5.88,5.88
2026,2026-06,SHOULDER,91-180,2765,Appartamento Area Piscina,197,3,0,2333.16,1.52,0.0
2026,2026-06,SHOULDER,91-180,2767,Suite Familiare Vista Piscina,6,1,0,2903.92,16.67,0.0
2026,2026-06,SHOULDER,91-180,3231,Suite Familiare,9,0,0,3024.62,0.0,0.0
2026,2026-06,SHOULDER,91-180,5376,Villino Double,3,0,0,1986.4,0.0,0.0
2026,2026-06,SHOULDER,181+,2761,Camera  Standard,19,0,0,1746.65,0.0,0.0
2026,2026-06,SHOULDER,181+,2762,Camera Superior,17,0,0,2079.52,0.0,0.0
2026,2026-06,SHOULDER,181+,2763,Camera Deluxe,8,0,0,2392.64,0.0,0.0
2026,2026-06,SHOULDER,181+,2764,Appartamento Area Giardino,9,1,1,2200.77,11.11,11.11
2026,2026-06,SHOULDER,181+,2765,Appartamento Area Piscina,8,0,0,2463.46,0.0,0.0
2026,2026-06,SHOULDER,181+,2767,Suite Familiare Vista Piscina,1,0,0,2800.0,0.0,0.0
2026,2026-07,PEAK,0-7,2761,Camera  Standard,22,1,0,1099.74,4.55,0.0
2026,2026-07,PEAK,0-7,2762,Camera Superior,28,1,1,1487.69,3.57,3.57
2026,2026-07,PEAK,0-7,2763,Camera Deluxe,21,0,0,1907.38,0.0,0.0
2026,2026-07,PEAK,0-7,2764,Appartamento Area Giardino,61,1,1,2280.32,1.64,1.64
2026,2026-07,PEAK,0-7,2765,Appartamento Area Piscina,62,1,1,1998.46,1.61,1.61
2026,2026-07,PEAK,0-7,2767,Suite Familiare Vista Piscina,7,0,0,1523.48,0.0,0.0
2026,2026-07,PEAK,8-14,2761,Camera  Standard,18,0,0,1173.62,0.0,0.0
2026,2026-07,PEAK,8-14,2762,Camera Superior,33,1,1,1799.27,3.03,3.03
2026,2026-07,PEAK,8-14,2763,Camera Deluxe,36,0,0,2746.91,0.0,0.0
2026,2026-07,PEAK,8-14,2764,Appartamento Area Giardino,65,0,0,2607.06,0.0,0.0
2026,2026-07,PEAK,8-14,2765,Appartamento Area Piscina,88,2,2,2546.25,2.27,2.27
2026,2026-07,PEAK,8-14,2767,Suite Familiare Vista Piscina,9,0,0,1642.06,0.0,0.0
2026,2026-07,PEAK,8-14,3231,Suite Familiare,3,0,0,1179.25,0.0,0.0
2026,2026-07,PEAK,8-14,5375,Villino 2Ten,1,0,0,1580.0,0.0,0.0
2026,2026-07,PEAK,8-14,5376,Villino Double,1,0,0,315.4,0.0,0.0
2026,2026-07,PEAK,15-30,2761,Camera  Standard,33,1,1,1130.9,3.03,3.03
2026,2026-07,PEAK,15-30,2762,Camera Superior,190,1,1,2090.98,0.53,0.53
2026,2026-07,PEAK,15-30,2763,Camera Deluxe,194,1,0,2899.8,0.52,0.0
