stay_year,stay_month,season_band,room_id,room_name,booking_window_band,confirmed_bookings,room_nights,revenue,avg_adr,avg_los,avg_booking_window,reliability
2025,2025-07,PEAK,2761,Camera  Standard,91-180,10,64,11629.48,179.67,6.4,125.7,LOW
2025,2025-07,PEAK,2761,Camera  Standard,181+,1,7,1290.0,184.29,7.0,205.0,INSUFFICIENT
2025,2025-07,PEAK,2762,Camera Superior,0-7,11,18,3031.66,158.48,1.64,3.55,LOW
2025,2025-07,PEAK,2762,Camera Superior,8-14,3,8,2060.0,189.44,2.67,11.0,INSUFFICIENT
2025,2025-07,PEAK,2762,Camera Superior,15-30,6,32,8129.18,245.23,5.33,21.5,INSUFFICIENT
2025,2025-07,PEAK,2762,Camera Superior,31-60,10,59,13284.58,220.91,5.9,49.1,LOW
2025,2025-07,PEAK,2762,Camera Superior,61-90,6,53,6460.15,194.98,8.83,77.17,INSUFFICIENT
2025,2025-07,PEAK,2762,Camera Superior,91-180,12,76,15158.95,199.72,6.33,116.75,LOW
2025,2025-07,PEAK,2762,Camera Superior,181+,2,21,3830.0,191.78,10.5,195.5,INSUFFICIENT
2025,2025-07,PEAK,2763,Camera Deluxe,0-7,8,10,1582.0,150.25,1.25,1.62,INSUFFICIENT
2025,2025-07,PEAK,2763,Camera Deluxe,8-14,3,7,857.4,153.04,2.33,10.67,INSUFFICIENT
2025,2025-07,PEAK,2763,Camera Deluxe,15-30,4,13,4440.13,292.59,3.25,17.75,INSUFFICIENT
2025,2025-07,PEAK,2763,Camera Deluxe,31-60,1,14,3506.05,250.43,14.0,57.0,INSUFFICIENT
2025,2025-07,PEAK,2763,Camera Deluxe,61-90,5,57,9395.7,232.69,11.4,75.2,INSUFFICIENT
2025,2025-07,PEAK,2763,Camera Deluxe,91-180,7,54,14966.3,267.93,7.71,142.14,INSUFFICIENT
2025,2025-07,PEAK,2764,Appartamento Area Giardino,0-7,17,79,16114.0,208.3,4.65,3.18,LOW
2025,2025-07,PEAK,2764,Appartamento Area Giardino,8-14,10,66,15981.5,229.12,6.6,10.8,LOW
2025,2025-07,PEAK,2764,Appartamento Area Giardino,15-30,6,31,10167.58,330.4,5.17,23.33,INSUFFICIENT
2025,2025-07,PEAK,2764,Appartamento Area Giardino,31-60,1,8,2615.0,326.88,8.0,34.0,INSUFFICIENT
2025,2025-07,PEAK,2764,Appartamento Area Giardino,91-180,63,544,63198.43,122.69,8.63,128.41,MEDIUM
2025,2025-07,PEAK,2764,Appartamento Area Giardino,181+,4,35,10190.0,296.25,8.75,215.75,INSUFFICIENT
2025,2025-07,PEAK,2765,Appartamento Area Piscina,0-7,15,67,14574.31,203.53,4.47,4.0,LOW
2025,2025-07,PEAK,2765,Appartamento Area Piscina,8-14,10,62,17027.64,288.28,6.2,10.7,LOW
2025,2025-07,PEAK,2765,Appartamento Area Piscina,15-30,16,121,30981.84,258.03,7.56,22.44,LOW
2025,2025-07,PEAK,2765,Appartamento Area Piscina,31-60,9,66,15790.21,238.55,7.33,45.22,INSUFFICIENT
2025,2025-07,PEAK,2765,Appartamento Area Piscina,61-90,11,119,22598.9,223.68,10.82,76.73,LOW
2025,2025-07,PEAK,2765,Appartamento Area Piscina,91-180,9,77,12965.0,166.47,8.56,119.89,INSUFFICIENT
2025,2025-07,PEAK,2765,Appartamento Area Piscina,181+,1,14,3490.0,249.29,14.0,215.0,INSUFFICIENT
2025,2025-07,PEAK,2767,Suite Familiare Vista Piscina,61-90,1,7,2496.65,356.66,7.0,73.0,INSUFFICIENT
2025,2025-07,PEAK,3231,Suite Familiare,0-7,2,3,380.0,95.0,1.5,6.5,INSUFFICIENT
2025,2025-07,PEAK,3231,Suite Familiare,8-14,2,4,865.0,144.16,2.0,10.0,INSUFFICIENT
2025,2025-07,PEAK,3231,Suite Familiare,15-30,1,2,500.0,250.0,2.0,21.0,INSUFFICIENT
2025,2025-07,PEAK,3231,Suite Familiare,31-60,1,7,2303.0,329.0,7.0,43.0,INSUFFICIENT
2025,2025-07,PEAK,3231,Suite Familiare,91-180,1,16,6105.7,381.61,16.0,115.0,INSUFFICIENT
2025,2025-07,PEAK,5375,Villino 2Ten,15-30,1,1,0.0,0.0,1.0,30.0,INSUFFICIENT
2025,2025-07,PEAK,5375,Villino 2Ten,91-180,1,14,2890.0,206.43,14.0,173.0,INSUFFICIENT
2025,2025-07,PEAK,5376,Villino Double,0-7,2,8,1325.0,165.62,4.0,1.0,INSUFFICIENT
2025,2025-07,PEAK,5376,Villino Double,8-14,2,9,2250.0,160.72,4.5,10.5,INSUFFICIENT
2025,2025-07,PEAK,5376,Villino Double,31-60,1,8,2958.05,369.76,8.0,45.0,INSUFFICIENT
2025,2025-08,PEAK,2761,Camera  Standard,0-7,19,56,7638.87,138.34,2.95,3.0,LOW
2025,2025-08,PEAK,2761,Camera  Standard,8-14,7,16,3585.0,214.69,2.29,9.57,INSUFFICIENT
2025,2025-08,PEAK,2761,Camera  Standard,15-30,15,53,8105.51,119.85,3.53,21.87,LOW
2025,2025-08,PEAK,2761,Camera  Standard,31-60,9,52,10845.7,249.42,5.78,45.89,INSUFFICIENT
2025,2025-08,PEAK,2761,Camera  Standard,61-90,11,79,20854.09,237.94,7.18,75.27,LOW
2025,2025-08,PEAK,2761,Camera  Standard,91-180,24,176,37277.71,205.43,7.33,128.25,LOW
2025,2025-08,PEAK,2761,Camera  Standard,181+,2,14,3503.5,250.25,7.0,218.5,INSUFFICIENT
2025,2025-08,PEAK,2762,Camera Superior,0-7,8,17,3236.1,176.23,2.12,2.12,INSUFFICIENT
2025,2025-08,PEAK,2762,Camera Superior,8-14,5,27,6573.44,236.27,5.4,9.8,INSUFFICIENT
2025,2025-08,PEAK,2762,Camera Superior,15-30,8,28,4969.24,179.99,3.5,23.12,INSUFFICIENT
2025,2025-08,PEAK,2762,Camera Superior,31-60,11,61,16478.29,270.24,5.55,46.36,LOW
2025,2025-08,PEAK,2762,Camera Superior,61-90,2,12,3303.61,275.79,6.0,67.5,INSUFFICIENT
2025,2025-08,PEAK,2762,Camera Superior,91-180,16,122,34147.5,280.64,7.62,138.12,LOW
2025,2025-08,PEAK,2763,Camera Deluxe,8-14,1,1,0.0,0.0,1.0,14.0,INSUFFICIENT
2025,2025-08,PEAK,2763,Camera Deluxe,15-30,2,3,610.0,152.5,1.5,17.5,INSUFFICIENT
2025,2025-08,PEAK,2763,Camera Deluxe,31-60,5,26,7424.35,250.01,5.2,43.6,INSUFFICIENT
2025,2025-08,PEAK,2763,Camera Deluxe,61-90,4,27,9940.0,363.16,6.75,77.0,INSUFFICIENT
2025,2025-08,PEAK,2763,Camera Deluxe,91-180,4,34,8611.35,250.33,8.5,128.25,INSUFFICIENT
2025,2025-08,PEAK,2763,Camera Deluxe,181+,1,7,2140.0,305.71,7.0,228.0,INSUFFICIENT
2025,2025-08,PEAK,2764,Appartamento Area Giardino,0-7,21,125,28852.06,233.18,5.95,4.81,LOW
2025,2025-08,PEAK,2764,Appartamento Area Giardino,8-14,10,54,15439.79,269.51,5.4,11.0,LOW
2025,2025-08,PEAK,2764,Appartamento Area Giardino,15-30,2,13,1722.25,143.52,6.5,17.5,INSUFFICIENT
2025,2025-08,PEAK,2764,Appartamento Area Giardino,31-60,3,22,5685.15,252.22,7.33,42.0,INSUFFICIENT
2025,2025-08,PEAK,2764,Appartamento Area Giardino,61-90,9,72,22789.15,303.45,8.0,72.44,INSUFFICIENT
2025,2025-08,PEAK,2764,Appartamento Area Giardino,91-180,69,577,67252.86,110.63,8.36,150.87,MEDIUM
2025,2025-08,PEAK,2764,Appartamento Area Giardino,181+,3,27,7580.0,299.41,9.0,242.33,INSUFFICIENT
2025,2025-08,PEAK,2765,Appartamento Area Piscina,0-7,8,37,6484.57,147.2,4.62,3.25,INSUFFICIENT
2025,2025-08,PEAK,2765,Appartamento Area Piscina,8-14,11,68,18781.67,279.51,6.18,10.55,LOW
2025,2025-08,PEAK,2765,Appartamento Area Piscina,15-30,10,63,14272.33,239.75,6.3,23.6,LOW
2025,2025-08,PEAK,2765,Appartamento Area Piscina,31-60,14,105,30462.19,284.4,7.5,48.64,LOW
2025,2025-08,PEAK,2765,Appartamento Area Piscina,61-90,9,65,19748.3,290.07,7.22,75.89,INSUFFICIENT
2025,2025-08,PEAK,2765,Appartamento Area Piscina,91-180,21,218,39289.12,193.84,10.38,135.67,LOW
2025,2025-08,PEAK,2765,Appartamento Area Piscina,181+,1,7,390.0,55.71,7.0,276.0,INSUFFICIENT
2025,2025-08,PEAK,2767,Suite Familiare Vista Piscina,0-7,2,4,1130.0,188.34,2.0,5.5,INSUFFICIENT
2025,2025-08,PEAK,2767,Suite Familiare Vista Piscina,8-14,1,1,230.0,230.0,1.0,8.0,INSUFFICIENT
2025,2025-08,PEAK,2767,Suite Familiare Vista Piscina,15-30,1,2,990.0,495.0,2.0,29.0,INSUFFICIENT
2025,2025-08,PEAK,2767,Suite Familiare Vista Piscina,91-180,2,15,5323.0,360.66,7.5,140.5,INSUFFICIENT
2025,2025-08,PEAK,2767,Suite Familiare Vista Piscina,181+,1,7,3890.0,555.71,7.0,193.0,INSUFFICIENT
2025,2025-08,PEAK,3231,Suite Familiare,0-7,1,3,700.0,233.33,3.0,5.0,INSUFFICIENT
2025,2025-08,PEAK,3231,Suite Familiare,15-30,1,3,930.0,310.0,3.0,29.0,INSUFFICIENT
2025,2025-08,PEAK,3231,Suite Familiare,31-60,1,1,0.0,0.0,1.0,47.0,INSUFFICIENT
2025,2025-08,PEAK,5375,Villino 2Ten,0-7,2,9,3850.0,240.62,4.5,5.0,INSUFFICIENT
2025,2025-08,PEAK,5375,Villino 2Ten,61-90,1,14,4445.15,317.51,14.0,82.0,INSUFFICIENT
2025,2025-08,PEAK,5376,Villino Double,0-7,3,13,2020.0,114.44,4.33,3.67,INSUFFICIENT
2025,2025-08,PEAK,5376,Villino Double,15-30,1,5,2060.0,412.0,5.0,27.0,INSUFFICIENT
2025,2025-08,PEAK,5376,Villino Double,91-180,1,10,1400.0,140.0,10.0,103.0,INSUFFICIENT
2025,2025-09,SHOULDER,2761,Camera  Standard,0-7,33,79,9173.59,113.02,2.39,3.24,MEDIUM
2025,2025-09,SHOULDER,2761,Camera  Standard,8-14,12,43,5339.05,119.02,3.58,11.17,LOW
2025,2025-09,SHOULDER,2761,Camera  Standard,15-30,11,24,3566.0,146.3,2.18,22.82,LOW
2025,2025-09,SHOULDER,2761,Camera  Standard,31-60,2,9,1530.5,163.3,4.5,35.5,INSUFFICIENT
2025,2025-09,SHOULDER,2761,Camera  Standard,61-90,3,14,2067.81,143.13,4.67,81.33,INSUFFICIENT
2025,2025-09,SHOULDER,2762,Camera Superior,0-7,14,24,3397.74,121.37,1.71,2.14,LOW
2025,2025-09,SHOULDER,2762,Camera Superior,8-14,5,19,2538.66,179.73,3.8,11.4,INSUFFICIENT
2025,2025-09,SHOULDER,2762,Camera Superior,15-30,2,9,1765.93,194.85,4.5,17.0,INSUFFICIENT
2025,2025-09,SHOULDER,2762,Camera Superior,31-60,3,13,2902.89,186.29,4.33,50.33,INSUFFICIENT
2025,2025-09,SHOULDER,2762,Camera Superior,61-90,1,3,645.99,215.33,3.0,65.0,INSUFFICIENT
2025,2025-09,SHOULDER,2762,Camera Superior,91-180,1,8,920.87,115.11,8.0,98.0,INSUFFICIENT
2025,2025-09,SHOULDER,2762,Camera Superior,181+,1,6,1112.97,185.5,6.0,231.0,INSUFFICIENT
2025,2025-09,SHOULDER,2763,Camera Deluxe,0-7,6,20,3721.95,179.12,3.33,3.17,INSUFFICIENT
2025,2025-09,SHOULDER,2763,Camera Deluxe,8-14,5,22,5172.4,238.79,4.4,10.4,INSUFFICIENT
2025,2025-09,SHOULDER,2763,Camera Deluxe,31-60,1,4,231.1,57.77,4.0,51.0,INSUFFICIENT
2025,2025-09,SHOULDER,2763,Camera Deluxe,61-90,1,15,2836.66,189.11,15.0,71.0,INSUFFICIENT
2025,2025-09,SHOULDER,2763,Camera Deluxe,91-180,1,2,738.2,369.1,2.0,110.0,INSUFFICIENT
2025,2025-09,SHOULDER,2764,Appartamento Area Giardino,0-7,36,116,23453.54,201.05,3.22,3.75,MEDIUM
2025,2025-09,SHOULDER,2764,Appartamento Area Giardino,8-14,3,14,3350.0,258.38,4.67,8.0,INSUFFICIENT
2025,2025-09,SHOULDER,2764,Appartamento Area Giardino,15-30,2,9,1884.0,205.75,4.5,23.0,INSUFFICIENT
2025,2025-09,SHOULDER,2764,Appartamento Area Giardino,31-60,1,5,1417.6,283.52,5.0,60.0,INSUFFICIENT
2025,2025-09,SHOULDER,2764,Appartamento Area Giardino,91-180,1,8,747.0,93.38,8.0,145.0,INSUFFICIENT
2025,2025-09,SHOULDER,2765,Appartamento Area Piscina,0-7,14,65,10263.6,157.25,4.64,3.14,LOW
2025,2025-09,SHOULDER,2765,Appartamento Area Piscina,8-14,1,11,1390.0,126.36,11.0,8.0,INSUFFICIENT
2025,2025-09,SHOULDER,2765,Appartamento Area Piscina,15-30,11,55,10880.21,204.44,5.0,22.18,LOW
2025,2025-09,SHOULDER,2765,Appartamento Area Piscina,31-60,3,16,3189.06,208.73,5.33,43.67,INSUFFICIENT
2025,2025-09,SHOULDER,2765,Appartamento Area Piscina,61-90,1,5,698.95,139.79,5.0,72.0,INSUFFICIENT
2025,2025-09,SHOULDER,5376,Villino Double,0-7,2,2,0.0,0.0,1.0,3.0,INSUFFICIENT
2025,2025-11,LOW,2761,Camera  Standard,0-7,13,13,0.0,0.0,1.0,4.0,LOW
2025,2025-11,LOW,2762,Camera Superior,0-7,2,2,0.0,0.0,1.0,4.0,INSUFFICIENT
2025,2025-11,LOW,2763,Camera Deluxe,0-7,2,2,0.0,0.0,1.0,4.0,INSUFFICIENT
2025,2025-11,LOW,2767,Suite Familiare Vista Piscina,0-7,1,1,0.0,0.0,1.0,4.0,INSUFFICIENT
2026,2026-05,LOW,2761,Camera  Standard,8-14,6,12,1521.2,126.77,2.0,10.0,INSUFFICIENT
2026,2026-05,LOW,2761,Camera  Standard,15-30,12,32,9954.59,263.79,2.67,23.42,LOW
2026,2026-05,LOW,2761,Camera  Standard,31-60,11,36,2889.99,75.61,3.27,39.45,LOW
2026,2026-05,LOW,2762,Camera Superior,8-14,4,8,1477.75,184.72,2.0,11.75,INSUFFICIENT
2026,2026-05,LOW,2762,Camera Superior,15-30,10,25,4068.63,148.29,2.5,24.1,LOW
2026,2026-05,LOW,2762,Camera Superior,31-60,3,9,1120.0,124.44,3.0,40.0,INSUFFICIENT
2026,2026-05,LOW,2763,Camera Deluxe,0-7,1,2,433.12,216.56,2.0,1.0,INSUFFICIENT
2026,2026-05,LOW,2763,Camera Deluxe,15-30,3,11,1543.46,146.41,3.67,20.33,INSUFFICIENT
2026,2026-05,LOW,2763,Camera Deluxe,31-60,1,3,861.0,287.0,3.0,42.0,INSUFFICIENT
2026,2026-05,LOW,2764,Appartamento Area Giardino,0-7,26,51,8548.5,165.17,1.96,2.85,LOW
2026,2026-05,LOW,2764,Appartamento Area Giardino,8-14,2,4,843.58,210.9,2.0,11.0,INSUFFICIENT
2026,2026-05,LOW,2764,Appartamento Area Giardino,15-30,20,65,10023.0,152.4,3.25,26.45,LOW
2026,2026-05,LOW,2764,Appartamento Area Giardino,31-60,6,21,4730.0,222.36,3.5,40.67,INSUFFICIENT
2026,2026-05,LOW,2765,Appartamento Area Piscina,0-7,6,16,8207.44,450.96,2.67,3.17,INSUFFICIENT
2026,2026-05,LOW,2765,Appartamento Area Piscina,8-14,3,6,963.61,160.6,2.0,10.67,INSUFFICIENT
2026,2026-05,LOW,2765,Appartamento Area Piscina,15-30,7,16,2056.38,137.42,2.29,21.57,INSUFFICIENT
2026,2026-05,LOW,2765,Appartamento Area Piscina,31-60,15,42,3082.95,82.13,2.8,35.8,LOW
2026,2026-05,LOW,2765,Appartamento Area Piscina,61-90,1,3,598.0,199.33,3.0,84.0,INSUFFICIENT
2026,2026-05,LOW,2765,Appartamento Area Piscina,91-180,2,16,2800.0,175.0,8.0,97.0,INSUFFICIENT
2026,2026-05,LOW,2767,Suite Familiare Vista Piscina,15-30,1,4,952.0,238.0,4.0,26.0,INSUFFICIENT
2026,2026-05,LOW,3231,Suite Familiare,15-30,1,3,420.0,140.0,3.0,24.0,INSUFFICIENT
2026,2026-05,LOW,5375,Villino 2Ten,8-14,1,2,340.0,170.0,2.0,8.0,INSUFFICIENT
2026,2026-05,LOW,5375,Villino 2Ten,31-60,1,3,221.0,73.67,3.0,44.0,INSUFFICIENT
2026,2026-05,LOW,5376,Villino Double,15-30,2,5,551.9,120.48,2.5,23.0,INSUFFICIENT
2026,2026-05,LOW,22380,OTA Camera Standard,15-30,2,4,565.68,141.42,2.0,20.0,INSUFFICIENT
2026,2026-06,SHOULDER,2761,Camera  Standard,0-7,24,61,6029.24,99.15,2.54,1.83,LOW
2026,2026-06,SHOULDER,2761,Camera  Standard,8-14,9,29,3420.41,124.82,3.22,11.0,INSUFFICIENT
2026,2026-06,SHOULDER,2761,Camera  Standard,15-30,14,57,8944.46,157.11,4.07,23.21,LOW
2026,2026-06,SHOULDER,2761,Camera  Standard,31-60,11,73,10500.93,142.26,6.64,44.27,LOW
2026,2026-06,SHOULDER,2761,Camera  Standard,61-90,8,61,9810.24,160.88,7.62,72.5,INSUFFICIENT
2026,2026-06,SHOULDER,2761,Camera  Standard,91-180,8,59,10215.2,179.43,7.38,116.75,INSUFFICIENT
2026,2026-06,SHOULDER,2762,Camera Superior,0-7,10,22,2264.89,106.26,2.2,3.1,LOW
2026,2026-06,SHOULDER,2762,Camera Superior,8-14,3,11,1378.6,126.41,3.67,13.0,INSUFFICIENT
2026,2026-06,SHOULDER,2762,Camera Superior,15-30,9,38,6766.11,170.8,4.22,21.22,INSUFFICIENT
2026,2026-06,SHOULDER,2762,Camera Superior,31-60,16,92,17316.12,175.48,5.75,43.12,LOW
2026,2026-06,SHOULDER,2762,Camera Superior,61-90,1,6,984.65,164.11,6.0,64.0,INSUFFICIENT
2026,2026-06,SHOULDER,2762,Camera Superior,91-180,4,33,6620.0,205.18,8.25,105.0,INSUFFICIENT
2026,2026-06,SHOULDER,2762,Camera Superior,181+,1,16,3600.0,225.0,16.0,220.0,INSUFFICIENT
2026,2026-06,SHOULDER,2763,Camera Deluxe,0-7,3,13,2116.31,164.86,4.33,4.0,INSUFFICIENT
2026,2026-06,SHOULDER,2763,Camera Deluxe,8-14,1,7,1696.72,242.39,7.0,9.0,INSUFFICIENT
2026,2026-06,SHOULDER,2763,Camera Deluxe,15-30,7,44,8362.66,192.15,6.29,21.43,INSUFFICIENT
2026,2026-06,SHOULDER,2763,Camera Deluxe,31-60,1,7,1315.95,187.99,7.0,41.0,INSUFFICIENT
2026,2026-06,SHOULDER,2763,Camera Deluxe,61-90,1,7,2500.0,357.14,7.0,66.0,INSUFFICIENT
2026,2026-06,SHOULDER,2764,Appartamento Area Giardino,0-7,10,32,3214.27,115.38,3.2,2.7,LOW
2026,2026-06,SHOULDER,2764,Appartamento Area Giardino,8-14,6,18,3738.71,222.3,3.0,11.67,INSUFFICIENT
2026,2026-06,SHOULDER,2764,Appartamento Area Giardino,15-30,9,58,13868.48,246.03,6.44,21.89,INSUFFICIENT
2026,2026-06,SHOULDER,2764,Appartamento Area Giardino,31-60,13,100,20105.36,206.11,7.69,43.31,LOW
2026,2026-06,SHOULDER,2764,Appartamento Area Giardino,61-90,12,103,21620.52,207.48,8.58,72.42,LOW
2026,2026-06,SHOULDER,2764,Appartamento Area Giardino,91-180,6,45,11710.0,260.24,7.5,104.67,INSUFFICIENT
2026,2026-06,SHOULDER,2764,Appartamento Area Giardino,181+,17,140,12771.0,75.22,8.24,214.53,LOW
2026,2026-06,SHOULDER,2765,Appartamento Area Piscina,0-7,15,48,8491.55,169.41,3.2,2.53,LOW
2026,2026-06,SHOULDER,2765,Appartamento Area Piscina,8-14,6,31,5534.43,183.38,5.17,12.0,INSUFFICIENT
2026,2026-06,SHOULDER,2765,Appartamento Area Piscina,15-30,16,78,14584.73,184.82,4.88,19.56,LOW
2026,2026-06,SHOULDER,2765,Appartamento Area Piscina,31-60,10,79,16556.14,210.02,7.9,42.3,LOW
2026,2026-06,SHOULDER,2765,Appartamento Area Piscina,61-90,4,29,6877.52,237.59,7.25,82.75,INSUFFICIENT
2026,2026-06,SHOULDER,2765,Appartamento Area Piscina,91-180,5,44,10242.46,234.9,8.8,115.4,INSUFFICIENT
2026,2026-06,SHOULDER,2765,Appartamento Area Piscina,181+,3,21,70.0,3.33,7.0,215.0,INSUFFICIENT
2026,2026-06,SHOULDER,3231,Suite Familiare,0-7,2,8,1308.6,165.73,4.0,4.0,INSUFFICIENT
2026,2026-06,SHOULDER,3231,Suite Familiare,15-30,1,3,555.35,185.12,3.0,21.0,INSUFFICIENT
2026,2026-06,SHOULDER,3231,Suite Familiare,91-180,1,8,2400.0,300.0,8.0,134.0,INSUFFICIENT
2026,2026-06,SHOULDER,3231,Suite Familiare,181+,1,12,3440.0,286.67,12.0,187.0,INSUFFICIENT
2026,2026-06,SHOULDER,5375,Villino 2Ten,0-7,1,3,400.0,133.33,3.0,6.0,INSUFFICIENT
2026,2026-06,SHOULDER,5375,Villino 2Ten,15-30,1,3,351.35,117.12,3.0,21.0,INSUFFICIENT
2026,2026-06,SHOULDER,5375,Villino 2Ten,31-60,2,14,2800.0,200.0,7.0,42.5,INSUFFICIENT
2026,2026-06,SHOULDER,5376,Villino Double,15-30,1,7,2100.0,300.0,7.0,27.0,INSUFFICIENT
2026,2026-06,SHOULDER,5376,Villino Double,91-180,2,16,4325.0,277.18,8.0,141.0,INSUFFICIENT
2026,2026-06,SHOULDER,22380,OTA Camera Standard,8-14,1,1,186.88,186.88,1.0,14.0,INSUFFICIENT
2026,2026-06,SHOULDER,22380,OTA Camera Standard,15-30,1,5,764.15,152.83,5.0,26.0,INSUFFICIENT
2026,2026-07,PEAK,2761,Camera  Standard,0-7,5,11,2255.0,181.17,2.2,2.4,INSUFFICIENT
2026,2026-07,PEAK,2761,Camera  Standard,8-14,8,23,5225.84,213.33,2.88,11.0,INSUFFICIENT
2026,2026-07,PEAK,2761,Camera  Standard,15-30,7,27,6516.85,209.36,3.86,20.29,INSUFFICIENT
2026,2026-07,PEAK,2761,Camera  Standard,31-60,10,56,11997.05,219.95,5.6,48.2,LOW
2026,2026-07,PEAK,2761,Camera  Standard,61-90,15,105,21853.41,207.83,7.0,77.73,LOW
2026,2026-07,PEAK,2761,Camera  Standard,91-180,11,85,16781.39,198.53,7.73,111.73,LOW
2026,2026-07,PEAK,2761,Camera  Standard,181+,1,2,374.49,187.25,2.0,214.0,INSUFFICIENT
2026,2026-07,PEAK,2762,Camera Superior,0-7,8,30,7288.64,242.36,3.75,2.5,INSUFFICIENT
2026,2026-07,PEAK,2762,Camera Superior,8-14,2,13,3278.23,251.42,6.5,11.5,INSUFFICIENT
2026,2026-07,PEAK,2762,Camera Superior,15-30,7,37,10711.82,284.19,5.29,23.57,INSUFFICIENT
2026,2026-07,PEAK,2762,Camera Superior,31-60,5,26,5660.64,212.01,5.2,48.6,INSUFFICIENT
2026,2026-07,PEAK,2762,Camera Superior,61-90,7,52,13564.36,258.6,7.43,75.43,INSUFFICIENT
2026,2026-07,PEAK,2762,Camera Superior,91-180,5,35,7496.1,214.17,7.0,140.8,INSUFFICIENT
2026,2026-07,PEAK,2762,Camera Superior,181+,1,14,3300.0,235.71,14.0,187.0,INSUFFICIENT
2026,2026-07,PEAK,2763,Camera Deluxe,0-7,1,4,1530.0,382.5,4.0,2.0,INSUFFICIENT
2026,2026-07,PEAK,2763,Camera Deluxe,15-30,5,22,7280.54,332.31,4.4,23.8,INSUFFICIENT
2026,2026-07,PEAK,2763,Camera Deluxe,31-60,2,13,5340.8,435.72,6.5,54.0,INSUFFICIENT
2026,2026-07,PEAK,2763,Camera Deluxe,61-90,6,45,14857.5,334.54,7.5,76.67,INSUFFICIENT
2026,2026-07,PEAK,2763,Camera Deluxe,91-180,1,11,3889.85,353.62,11.0,125.0,INSUFFICIENT
2026,2026-07,PEAK,2764,Appartamento Area Giardino,0-7,10,45,15102.6,270.53,4.5,2.9,LOW
2026,2026-07,PEAK,2764,Appartamento Area Giardino,8-14,4,17,4552.76,218.36,4.25,12.25,INSUFFICIENT
2026,2026-07,PEAK,2764,Appartamento Area Giardino,15-30,2,14,3347.08,239.08,7.0,20.5,INSUFFICIENT
2026,2026-07,PEAK,2764,Appartamento Area Giardino,31-60,7,50,13916.88,277.24,7.14,41.43,INSUFFICIENT
2026,2026-07,PEAK,2764,Appartamento Area Giardino,61-90,9,64,18609.61,296.05,7.11,74.22,INSUFFICIENT
2026,2026-07,PEAK,2764,Appartamento Area Giardino,91-180,9,73,24840.08,340.88,8.11,118.11,INSUFFICIENT
2026,2026-07,PEAK,2764,Appartamento Area Giardino,181+,45,333,30470.99,95.04,7.4,235.71,MEDIUM
2026,2026-07,PEAK,2765,Appartamento Area Piscina,0-7,18,56,16627.8,226.38,3.11,2.83,LOW
2026,2026-07,PEAK,2765,Appartamento Area Piscina,8-14,1,7,1807.89,258.27,7.0,14.0,INSUFFICIENT
2026,2026-07,PEAK,2765,Appartamento Area Piscina,15-30,4,25,8898.82,337.47,6.25,22.75,INSUFFICIENT
2026,2026-07,PEAK,2765,Appartamento Area Piscina,31-60,15,104,31189.41,300.87,6.93,42.93,LOW
2026,2026-07,PEAK,2765,Appartamento Area Piscina,61-90,8,63,20316.41,323.63,7.88,77.75,INSUFFICIENT
2026,2026-07,PEAK,2765,Appartamento Area Piscina,91-180,7,57,18057.85,320.99,8.14,131.29,INSUFFICIENT
2026,2026-07,PEAK,2765,Appartamento Area Piscina,181+,5,45,9283.0,173.04,9.0,220.8,INSUFFICIENT
2026,2026-07,PEAK,2767,Suite Familiare Vista Piscina,61-90,2,14,5992.45,428.03,7.0,72.0,INSUFFICIENT
2026,2026-07,PEAK,3231,Suite Familiare,0-7,1,2,300.0,150.0,2.0,4.0,INSUFFICIENT
2026,2026-07,PEAK,5375,Villino 2Ten,61-90,1,10,2100.0,210.0,10.0,73.0,INSUFFICIENT
2026,2026-07,PEAK,5376,Villino Double,61-90,1,7,1960.0,280.0,7.0,70.0,INSUFFICIENT
2026,2026-07,PEAK,5376,Villino Double,91-180,1,9,3613.05,401.45,9.0,101.0,INSUFFICIENT
