stay_year,stay_month_num,season,room_name,arrangement_name,bookings,room_nights,revenue,guests,avg_los,avg_lead_days,realized_total_adr,treatment_mix_pct,prev_total_adr,prev_room_nights,prev_bookings,total_adr_yoy_pct,volume_yoy_pct,price_resilient,recommended_price_change_pct,strategy,recommended_total_adr,incremental_revenue_eur,confidence,action_text,note
2025,6,SHOULDER,Appartamento Area Piscina,Pensione Completa,15,91,19143.23,50,6.066666666666666,42.266666666666666,210.36516483516482,20.0,168.62359550561797,267.0,42.0,24.75428732520186,-65.91760299625469,False,0.0,HOLD,210.36516483516482,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,6,SHOULDER,Appartamento Area Piscina,Pensione Completa,17,82,18763.510000000002,54,4.823529411764706,33.470588235294116,228.82329268292685,28.8135593220339,210.36516483516482,91.0,15.0,8.774327185884225,-9.89010989010989,False,0.0,HOLD,228.82329268292685,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,7,PEAK,Appartamento Area Piscina,Pensione Completa,33,234,69742.0,130,7.090909090909091,58.36363636363637,298.04273504273505,61.111111111111114,,,,,,False,0.0,HOLD,298.04273504273505,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,7,PEAK,Appartamento Area Piscina,Pensione Completa,22,160,37219.9,74,7.2727272727272725,55.0,232.62437500000001,30.985915492957748,298.04273504273505,234.0,33.0,-21.949322144475346,-31.623931623931625,False,0.0,HOLD,232.62437500000001,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,7,PEAK,Appartamento Area Piscina,Pensione Completa,17,97,33125.83,55,5.705882352941177,51.94117647058823,341.5034020618557,23.61111111111111,232.62437500000001,160.0,22.0,46.804651086910255,-39.375,False,0.0,HOLD,341.5034020618557,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,8,PEAK,Appartamento Area Piscina,Pensione Completa,34,248,86844.5,142,7.294117647058823,55.470588235294116,350.179435483871,55.73770491803279,,,,,,False,0.0,HOLD,350.179435483871,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,8,PEAK,Appartamento Area Piscina,Pensione Completa,20,133,30480.5,64,6.65,59.15,229.1766917293233,27.027027027027028,350.179435483871,248.0,34.0,-34.55449735000815,-46.37096774193548,False,0.0,HOLD,229.1766917293233,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,9,SHOULDER,Appartamento Area Piscina,Pensione Completa,19,95,19529.5,55,5.0,50.68421052631579,205.57368421052632,63.333333333333336,,,,,,False,0.0,HOLD,205.57368421052632,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,9,SHOULDER,Appartamento Area Piscina,Pensione Completa,4,19,4882.5,16,4.75,29.0,256.9736842105263,13.333333333333334,205.57368421052632,95.0,19.0,25.00320028674568,-80.0,False,0.0,HOLD,256.9736842105263,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,8,PEAK,Appartamento Area Piscina,Solo Pernottamento,2,21,0.0,9,10.5,119.5,0.0,3.278688524590164,,,,,,False,0.0,HOLD,0.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,5,SHOULDER,Camera  Standard,Bed & Breakfast,1,2,420.0,2,2.0,123.0,210.0,25.0,,,,,,False,0.0,HOLD,210.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,5,SHOULDER,Camera  Standard,Bed & Breakfast,6,17,5514.0,13,2.8333333333333335,34.5,324.3529411764706,37.5,210.0,2.0,1.0,54.453781512605055,750.0,False,0.0,HOLD,324.3529411764706,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,6,SHOULDER,Camera  Standard,Bed & Breakfast,1,1,111.46,2,1.0,42.0,111.46,1.25,,,,,,False,0.0,HOLD,111.46,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,6,SHOULDER,Camera  Standard,Bed & Breakfast,24,61,6424.01,46,2.5416666666666665,24.208333333333332,105.3116393442623,28.91566265060241,111.46,1.0,1.0,-5.516203710512911,6000.0,False,0.0,HOLD,105.3116393442623,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,7,PEAK,Camera  Standard,Bed & Breakfast,29,128,18688.26,58,4.413793103448276,38.758620689655174,146.00203125,27.102803738317757,,,,,,False,0.0,HOLD,146.00203125,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,6,SHOULDER,Appartamento Area Piscina,Pensione Completa,42,267,45022.5,138,6.357142857142857,57.04761904761905,168.62359550561797,51.851851851851855,,,,,,False,0.0,HOLD,168.62359550561797,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,8,PEAK,Camera  Standard,Bed & Breakfast,21,88,13154.7,43,4.190476190476191,48.857142857142854,149.4852272727273,24.137931034482758,,,,,,False,0.0,HOLD,149.4852272727273,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,9,SHOULDER,Camera  Standard,Bed & Breakfast,13,31,2947.93,22,2.3846153846153846,8.0,95.09451612903226,21.311475409836067,,,,,,False,0.0,HOLD,95.09451612903226,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,5,SHOULDER,Camera  Standard,Mezza Pensione,4,7,539.0,8,1.75,36.25,77.0,25.0,95.66666666666667,6.0,3.0,-19.512195121951223,16.666666666666668,False,0.0,HOLD,77.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,5,SHOULDER,Camera  Standard,Mezza Pensione,3,6,574.0,6,2.0,29.333333333333332,95.66666666666667,75.0,,,,,,False,0.0,HOLD,95.66666666666667,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,6,SHOULDER,Camera  Standard,Mezza Pensione,32,219,24179.2,67,6.84375,72.4375,110.40730593607306,40.0,,,,,,False,0.0,HOLD,110.40730593607306,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,6,SHOULDER,Camera  Standard,Mezza Pensione,39,178,25853.85,85,4.564102564102564,45.17948717948718,145.24634831460673,46.98795180722892,110.40730593607306,219.0,32.0,31.555015388841962,-18.72146118721461,False,0.0,HOLD,145.24634831460673,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,6,SHOULDER,Camera  Standard,Mezza Pensione,50,241,35110.22,103,4.82,38.2,145.68556016597512,67.56756756756756,145.24634831460673,178.0,39.0,0.3023909767542256,35.39325842696629,False,0.0,HOLD,145.68556016597512,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,5,SHOULDER,Camera  Standard,Mezza Pensione,7,15,1757.0,14,2.142857142857143,13.0,117.13333333333334,24.137931034482758,77.0,7.0,4.0,52.12121212121213,114.28571428571429,False,0.0,HOLD,117.13333333333334,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,7,PEAK,Camera  Standard,Mezza Pensione,7,35,10248.5,16,5.0,64.42857142857143,292.8142857142857,13.20754716981132,,,,,,False,0.0,HOLD,292.8142857142857,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,7,PEAK,Camera  Standard,Mezza Pensione,44,212,40032.29,99,4.818181818181818,46.59090909090909,188.83155660377358,41.12149532710281,292.8142857142857,35.0,7.0,-35.51149454913328,505.7142857142857,False,0.0,HOLD,188.83155660377358,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,8,PEAK,Camera  Standard,Mezza Pensione,12,74,26294.5,35,6.166666666666667,21.416666666666668,355.3310810810811,25.53191489361702,,,,,,False,0.0,HOLD,355.3310810810811,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,8,PEAK,Camera  Standard,Mezza Pensione,40,240,52661.54,85,6.0,72.7,219.42308333333332,45.97701149425287,355.3310810810811,74.0,12.0,-38.24827181856789,224.32432432432432,False,0.0,HOLD,219.42308333333332,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,9,SHOULDER,Camera  Standard,Mezza Pensione,19,113,14306.5,39,5.947368421052632,103.73684210526316,126.60619469026548,57.57575757575758,,,,,,False,0.0,HOLD,126.60619469026548,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,9,SHOULDER,Camera  Standard,Mezza Pensione,32,96,13821.28,65,3.0,12.40625,143.97166666666666,52.459016393442624,126.60619469026548,113.0,19.0,13.716131362201333,-15.044247787610619,False,0.0,HOLD,143.97166666666666,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,9,SHOULDER,Camera  Standard,Mezza Pensione Pranzo,1,7,1390.0,2,7.0,25.0,198.57142857142858,3.0303030303030303,,,,,,False,0.0,HOLD,198.57142857142858,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,6,SHOULDER,Camera  Standard,No Board,1,1,0.0,2,1.0,36.0,0.0,1.25,,,,,,False,0.0,HOLD,0.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,11,OTHER,Camera  Standard,No Board,13,13,0.0,26,1.0,4.0,0.0,100.0,,,,,,False,0.0,HOLD,0.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,5,SHOULDER,Camera  Standard,Pensione Completa,6,12,1992.0,13,2.0,42.666666666666664,166.0,37.5,,,,,,False,0.0,HOLD,166.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,5,SHOULDER,Camera  Standard,Pensione Completa,22,65,12608.78,46,2.9545454545454546,31.09090909090909,193.9812307692308,75.86206896551724,166.0,12.0,6.0,16.85616311399445,441.6666666666667,False,0.0,HOLD,193.9812307692308,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,6,SHOULDER,Camera  Standard,Pensione Completa,46,281,29043.5,108,6.108695652173913,76.45652173913044,103.35765124555161,57.5,,,,,,False,0.0,HOLD,103.35765124555161,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,6,SHOULDER,Camera  Standard,Pensione Completa,20,68,11251.8,43,3.4,34.95,165.46764705882353,24.096385542168676,103.35765124555161,281.0,46.0,60.09230576042629,-75.80071174377224,False,0.0,HOLD,165.46764705882353,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,6,SHOULDER,Camera  Standard,Pensione Completa,24,99,13810.26,49,4.125,23.291666666666668,139.49757575757576,32.432432432432435,165.46764705882353,68.0,20.0,-15.694954127204968,45.588235294117645,False,0.0,HOLD,139.49757575757576,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,7,PEAK,Camera  Standard,Pensione Completa,46,296,35347.0,121,6.434782608695652,69.06521739130434,119.41554054054055,86.79245283018868,,,,,,False,0.0,HOLD,119.41554054054055,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,7,PEAK,Camera  Standard,Pensione Completa,34,125,19845.39,66,3.676470588235294,32.61764705882353,158.76312,31.77570093457944,119.41554054054055,296.0,46.0,32.950133024018996,-57.770270270270274,False,0.0,HOLD,158.76312,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,7,PEAK,Camera  Standard,Pensione Completa,23,114,24918.36,49,4.956521739130435,39.130434782608695,218.5821052631579,31.08108108108108,158.76312,125.0,34.0,37.678136624650556,-8.8,False,0.0,HOLD,218.5821052631579,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,8,PEAK,Camera  Standard,Pensione Completa,35,248,28446.0,94,7.085714285714285,76.91428571428571,114.70161290322581,74.46808510638297,,,,,,False,0.0,HOLD,114.70161290322581,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,8,PEAK,Camera  Standard,Pensione Completa,26,118,25994.14,51,4.538461538461538,49.0,220.2893220338983,29.885057471264368,114.70161290322581,248.0,35.0,92.05424968152562,-52.41935483870968,False,0.0,HOLD,220.2893220338983,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,9,SHOULDER,Camera  Standard,Pensione Completa,13,85,10050.0,33,6.538461538461538,92.38461538461539,118.23529411764706,39.39393939393939,,,,,,False,0.0,HOLD,118.23529411764706,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,9,SHOULDER,Camera  Standard,Pensione Completa,16,42,4907.74,36,2.625,19.125,116.85095238095238,26.229508196721312,118.23529411764706,85.0,13.0,-1.170836294716893,-50.588235294117645,False,0.0,HOLD,116.85095238095238,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,5,SHOULDER,Camera Deluxe,Bed & Breakfast,1,2,90.0,1,2.0,8.0,45.0,33.333333333333336,,,,,,False,0.0,HOLD,45.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,6,SHOULDER,Camera Deluxe,Bed & Breakfast,4,15,1672.2,14,3.75,46.25,111.48,16.0,,,,,,False,0.0,HOLD,111.48,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,8,PEAK,Appartamento Area Giardino,Bed & Breakfast,20,123,17398.9,76,6.15,79.3,141.45447154471546,17.094017094017094,0.0,21.0,3.0,,485.7142857142857,False,0.0,HOLD,141.45447154471546,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,7,PEAK,Camera Deluxe,Bed & Breakfast,5,40,3535.6,11,8.0,45.2,88.39,17.857142857142858,,,,,,False,0.0,HOLD,88.39,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,8,PEAK,Camera Deluxe,Bed & Breakfast,3,21,4268.8,8,7.0,81.66666666666667,203.2761904761905,17.647058823529413,,,,,,False,0.0,HOLD,203.2761904761905,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,5,SHOULDER,Camera Deluxe,Mezza Pensione,2,4,786.5799999999999,6,2.0,8.5,196.64499999999998,40.0,48.333333333333336,3.0,2.0,306.85172413793094,33.333333333333336,False,0.0,HOLD,196.64499999999998,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,5,SHOULDER,Camera Deluxe,Mezza Pensione,2,3,145.0,7,1.5,14.0,48.333333333333336,66.66666666666667,,,,,,False,0.0,HOLD,48.333333333333336,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,6,SHOULDER,Camera Deluxe,Mezza Pensione,8,36,7338.1,29,4.5,60.375,203.8361111111111,32.0,195.9390243902439,41.0,7.0,4.030379729327883,-12.195121951219512,False,0.0,HOLD,203.8361111111111,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,6,SHOULDER,Camera Deluxe,Mezza Pensione,10,60,10908.96,24,6.0,19.9,181.81599999999997,76.92307692307692,203.8361111111111,36.0,8.0,-10.802850874204507,66.66666666666667,False,0.0,HOLD,181.81599999999997,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,7,PEAK,Camera Deluxe,Mezza Pensione,7,52,17660.0,26,7.428571428571429,92.14285714285714,339.61538461538464,26.923076923076923,,,,,,False,0.0,HOLD,339.61538461538464,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,6,SHOULDER,Camera Deluxe,Mezza Pensione,7,41,8033.5,23,5.857142857142857,66.85714285714286,195.9390243902439,26.923076923076923,,,,,,False,0.0,HOLD,195.9390243902439,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,7,PEAK,Camera Deluxe,Mezza Pensione,9,50,16433.04,32,5.555555555555555,38.111111111111114,328.6608,52.94117647058823,275.1923636363636,55.0,10.0,19.429476769307826,-9.090909090909092,False,0.0,HOLD,328.6608,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,8,PEAK,Camera Deluxe,Mezza Pensione,7,49,17519.5,27,7.0,32.714285714285715,357.5408163265306,25.0,,,,,,False,0.0,HOLD,357.5408163265306,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,8,PEAK,Camera Deluxe,Mezza Pensione,9,57,18380.75,29,6.333333333333333,74.44444444444444,322.469298245614,52.94117647058823,357.5408163265306,49.0,7.0,-9.809094928307955,16.3265306122449,False,0.0,HOLD,322.469298245614,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,9,SHOULDER,Camera Deluxe,Mezza Pensione,9,46,7787.2,27,5.111111111111111,22.11111111111111,169.2869565217391,52.94117647058823,,,,,,False,0.0,HOLD,169.2869565217391,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,9,SHOULDER,Camera Deluxe,Mezza Pensione,9,46,8779.71,29,5.111111111111111,19.333333333333332,190.8632608695652,64.28571428571429,169.2869565217391,46.0,9.0,12.74540271214301,0.0,False,0.0,HOLD,190.8632608695652,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,9,SHOULDER,Camera Deluxe,Mezza Pensione Pranzo,1,7,1690.0,4,7.0,25.0,241.42857142857142,5.882352941176471,,,,,,False,0.0,HOLD,241.42857142857142,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,11,OTHER,Camera Deluxe,No Board,2,2,0.0,8,1.0,4.0,0.0,100.0,,,,,,False,0.0,HOLD,0.0,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,7,PEAK,Camera Deluxe,Mezza Pensione,10,55,15135.58,31,5.5,54.4,275.1923636363636,35.714285714285715,339.61538461538464,52.0,7.0,-18.969405950787618,5.769230769230769,False,0.0,HOLD,275.1923636363636,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,6,SHOULDER,Camera Deluxe,Pensione Completa,19,124,23991.0,68,6.526315789473684,103.89473684210526,193.4758064516129,73.07692307692308,,,,,,False,0.0,HOLD,193.4758064516129,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,6,SHOULDER,Camera Deluxe,Pensione Completa,13,75,16351.85,49,5.769230769230769,118.23076923076923,218.02466666666666,52.0,193.4758064516129,124.0,19.0,12.688335903741683,-39.516129032258064,False,0.0,HOLD,218.02466666666666,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,6,SHOULDER,Camera Deluxe,Pensione Completa,3,18,5082.68,11,6.0,26.333333333333332,282.37111111111113,23.076923076923077,218.02466666666666,75.0,13.0,29.513378200835596,-76.0,False,0.0,HOLD,282.37111111111113,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,7,PEAK,Camera Deluxe,Pensione Completa,19,127,40020.5,71,6.684210526315789,65.0,315.12204724409446,73.07692307692308,,,,,,False,0.0,HOLD,315.12204724409446,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,7,PEAK,Camera Deluxe,Pensione Completa,13,60,16076.4,44,4.615384615384615,59.53846153846154,267.94,46.42857142857143,315.12204724409446,127.0,19.0,-14.97262652890393,-52.75590551181102,False,0.0,HOLD,267.94,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,7,PEAK,Camera Deluxe,Pensione Completa,8,55,19965.65,29,6.875,67.625,363.0118181818182,47.05882352941177,267.94,60.0,13.0,35.48250286699195,-8.333333333333334,False,0.0,HOLD,363.0118181818182,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,8,PEAK,Camera Deluxe,Pensione Completa,20,138,50911.5,80,6.9,36.3,368.92391304347825,71.42857142857143,,,,,,False,0.0,HOLD,368.92391304347825,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,8,PEAK,Camera Deluxe,Pensione Completa,5,20,6076.15,15,4.0,80.2,303.8075,29.41176470588235,368.92391304347825,138.0,20.0,-17.650363866709874,-85.5072463768116,False,0.0,HOLD,303.8075,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,9,SHOULDER,Camera Deluxe,Pensione Completa,7,36,6209.5,21,5.142857142857143,38.0,172.48611111111111,41.1764705882353,,,,,,False,0.0,HOLD,172.48611111111111,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,9,SHOULDER,Camera Deluxe,Pensione Completa,5,17,3920.6000000000004,15,3.4,25.8,230.62352941176474,35.714285714285715,172.48611111111111,36.0,7.0,33.705565002391985,-52.77777777777778,False,0.0,HOLD,230.62352941176474,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,8,PEAK,Camera Deluxe,Solo Pernottamento,1,7,-36.0,4,7.0,7.0,-5.142857142857143,3.5714285714285716,,,,,,False,0.0,HOLD,-5.142857142857143,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,5,SHOULDER,Camera Superior,Bed & Breakfast,4,12,518.5,13,3.0,30.75,43.208333333333336,44.44444444444444,,,,,,False,0.0,HOLD,43.208333333333336,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,6,SHOULDER,Camera Superior,Bed & Breakfast,18,80,8748.4,47,4.444444444444445,42.5,109.35499999999999,42.857142857142854,,,,,,False,0.0,HOLD,109.35499999999999,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,7,PEAK,Camera Superior,Bed & Breakfast,15,55,9317.53,41,3.6666666666666665,47.733333333333334,169.40963636363637,30.0,,,,,,False,0.0,HOLD,169.40963636363637,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,8,PEAK,Camera Superior,Bed & Breakfast,16,68,12936.18,39,4.25,44.5,190.2379411764706,32.0,,,,,,False,0.0,HOLD,190.2379411764706,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2026,5,SHOULDER,Camera Deluxe,Pensione Completa,3,12,2051.0,11,4.0,29.0,170.91666666666666,60.0,,,,,,False,0.0,HOLD,170.91666666666666,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,9,SHOULDER,Camera Superior,Bed & Breakfast,9,27,2288.41,20,3.0,22.333333333333332,84.75592592592592,33.333333333333336,,,,,,False,0.0,HOLD,84.75592592592592,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2025,5,SHOULDER,Camera Superior,Mezza Pensione,2,2,348.14,7,1.0,7.0,174.07,22.22222222222222,,,,,,False,0.0,HOLD,174.07,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
2024,6,SHOULDER,Camera Superior,Mezza Pensione,13,88,12022.0,35,6.769230769230769,66.38461538461539,136.61363636363637,38.23529411764706,,,,,,False,0.0,HOLD,136.61363636363637,0.0,LOW,HOLD,"TOTAL PACKAGE ADR signal. Source does not isolate the treatment add-on price, so this must not be described as a +X% treatment-component price."
