stay_year,stay_month,season_band,room_id,room_name,arrangement_code,arrangement_name,confirmed_bookings,revenue,avg_adr,avg_los,avg_booking_window,comparability_group,reliability
2025,2025-08,PEAK,2765,Appartamento Area Piscina,BB,Bed & Breakfast,8,9083.31,175.53,6.38,58.12,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-08,PEAK,2765,Appartamento Area Piscina,FB,Pensione Completa,20,30480.5,219.49,6.65,59.15,COMPARABLE_COMMERCIAL,LOW
2025,2025-08,PEAK,2765,Appartamento Area Piscina,HB,Mezza Pensione,38,79045.87,280.64,7.53,59.76,COMPARABLE_COMMERCIAL,MEDIUM
2025,2025-08,PEAK,2765,Appartamento Area Piscina,OB,Only Bed,8,10818.5,113.74,11.62,118.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-08,PEAK,2767,Suite Familiare Vista Piscina,BB,Bed & Breakfast,1,2190.0,273.75,8.0,135.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-08,PEAK,2767,Suite Familiare Vista Piscina,FB,Pensione Completa,3,4880.0,350.24,3.33,76.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-08,PEAK,2767,Suite Familiare Vista Piscina,HB,Mezza Pensione,3,4493.0,351.41,3.67,53.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-08,PEAK,3231,Suite Familiare,FB,Pensione Completa,1,0.0,0.0,1.0,47.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-08,PEAK,3231,Suite Familiare,HB,Mezza Pensione,2,1630.0,271.67,3.0,17.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-08,PEAK,5375,Villino 2Ten,FB,Pensione Completa,2,8295.15,399.38,11.0,43.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-08,PEAK,5375,Villino 2Ten,HB,Mezza Pensione,1,0.0,0.0,1.0,6.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-08,PEAK,5376,Villino Double,FB,Pensione Completa,3,3460.0,184.0,6.67,45.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-08,PEAK,5376,Villino Double,HB,Mezza Pensione,2,2020.0,171.66,4.0,3.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-09,SHOULDER,2761,Camera  Standard,BB,Bed & Breakfast,13,2947.93,94.8,2.38,8.0,COMPARABLE_COMMERCIAL,LOW
2025,2025-09,SHOULDER,2761,Camera  Standard,FB,Pensione Completa,16,4907.74,106.64,2.62,19.12,COMPARABLE_COMMERCIAL,LOW
2025,2025-09,SHOULDER,2761,Camera  Standard,HB,Mezza Pensione,32,13821.28,143.27,3.0,12.41,COMPARABLE_COMMERCIAL,MEDIUM
2025,2025-09,SHOULDER,2762,Camera Superior,BB,Bed & Breakfast,9,2288.41,96.89,3.0,22.33,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-09,SHOULDER,2762,Camera Superior,FB,Pensione Completa,5,1844.66,136.6,2.2,5.8,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-09,SHOULDER,2762,Camera Superior,HB,Mezza Pensione,13,9151.98,192.87,3.38,33.54,COMPARABLE_COMMERCIAL,LOW
2025,2025-09,SHOULDER,2763,Camera Deluxe,FB,Pensione Completa,5,3920.6,213.77,3.4,25.8,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-09,SHOULDER,2763,Camera Deluxe,HB,Mezza Pensione,9,8779.71,201.75,5.11,19.33,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-09,SHOULDER,2764,Appartamento Area Giardino,BB,Bed & Breakfast,6,3210.7,149.8,3.67,7.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-09,SHOULDER,2764,Appartamento Area Giardino,FB,Pensione Completa,4,5090.0,231.78,5.5,2.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-09,SHOULDER,2764,Appartamento Area Giardino,HB,Mezza Pensione,32,22051.44,214.86,3.22,11.19,COMPARABLE_COMMERCIAL,MEDIUM
2025,2025-09,SHOULDER,2764,Appartamento Area Giardino,OB,Only Bed,1,500.0,100.0,5.0,0.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-09,SHOULDER,2765,Appartamento Area Piscina,BB,Bed & Breakfast,7,4286.67,124.0,5.0,14.57,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-09,SHOULDER,2765,Appartamento Area Piscina,FB,Pensione Completa,4,4882.5,255.74,4.75,29.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-09,SHOULDER,2765,Appartamento Area Piscina,HB,Mezza Pensione,19,17252.65,181.67,5.16,14.79,COMPARABLE_COMMERCIAL,LOW
2025,2025-09,SHOULDER,5376,Villino Double,FB,Pensione Completa,2,0.0,0.0,1.0,3.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2025,2025-11,LOW,2761,Camera  Standard,NB,No Board,13,0.0,0.0,1.0,4.0,SPECIAL_OR_NON_COMPARABLE,LOW
2025,2025-11,LOW,2762,Camera Superior,NB,No Board,2,0.0,0.0,1.0,4.0,SPECIAL_OR_NON_COMPARABLE,INSUFFICIENT
2025,2025-11,LOW,2763,Camera Deluxe,NB,No Board,2,0.0,0.0,1.0,4.0,SPECIAL_OR_NON_COMPARABLE,INSUFFICIENT
2025,2025-11,LOW,2767,Suite Familiare Vista Piscina,NB,No Board,1,0.0,0.0,1.0,4.0,SPECIAL_OR_NON_COMPARABLE,INSUFFICIENT
2026,2026-05,LOW,2761,Camera  Standard,FB,Pensione Completa,22,12608.78,178.95,2.95,31.09,COMPARABLE_COMMERCIAL,LOW
2026,2026-05,LOW,2761,Camera  Standard,HB,Mezza Pensione,7,1757.0,117.27,2.14,13.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-05,LOW,2762,Camera Superior,FB,Pensione Completa,13,5247.13,145.04,2.62,27.08,COMPARABLE_COMMERCIAL,LOW
2026,2026-05,LOW,2762,Camera Superior,HB,Mezza Pensione,4,1419.25,177.4,2.0,14.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-05,LOW,2763,Camera Deluxe,FB,Pensione Completa,3,2051.0,183.17,4.0,29.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-05,LOW,2763,Camera Deluxe,HB,Mezza Pensione,2,786.58,196.64,2.0,8.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-05,LOW,2764,Appartamento Area Giardino,FB,Pensione Completa,35,17598.3,165.85,2.94,22.86,COMPARABLE_COMMERCIAL,MEDIUM
2026,2026-05,LOW,2764,Appartamento Area Giardino,HB,Mezza Pensione,19,6546.78,173.35,2.0,3.63,COMPARABLE_COMMERCIAL,LOW
2026,2026-05,LOW,2765,Appartamento Area Piscina,FB,Pensione Completa,20,4367.54,90.4,2.65,29.6,COMPARABLE_COMMERCIAL,LOW
2026,2026-05,LOW,2765,Appartamento Area Piscina,HB,Mezza Pensione,13,7349.84,163.52,3.31,32.69,COMPARABLE_COMMERCIAL,LOW
2026,2026-05,LOW,2765,Appartamento Area Piscina,OB,Only Bed,1,5991.0,1997.0,3.0,0.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-05,LOW,2767,Suite Familiare Vista Piscina,FB,Pensione Completa,1,952.0,238.0,4.0,26.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-05,LOW,3231,Suite Familiare,FB,Pensione Completa,1,420.0,140.0,3.0,24.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-05,LOW,5375,Villino 2Ten,FB,Pensione Completa,2,561.0,121.84,2.5,26.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-05,LOW,5376,Villino Double,FB,Pensione Completa,1,210.0,70.0,3.0,27.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-05,LOW,5376,Villino Double,HB,Mezza Pensione,1,341.9,170.95,2.0,19.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-05,LOW,22380,OTA Camera Standard,HB,Mezza Pensione,2,565.68,141.42,2.0,20.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-06,SHOULDER,2761,Camera  Standard,FB,Pensione Completa,24,13810.26,125.4,4.12,23.29,COMPARABLE_COMMERCIAL,LOW
2026,2026-06,SHOULDER,2761,Camera  Standard,HB,Mezza Pensione,50,35110.22,139.61,4.82,38.2,COMPARABLE_COMMERCIAL,MEDIUM
2026,2026-06,SHOULDER,2762,Camera Superior,FB,Pensione Completa,13,12948.31,157.58,5.15,35.54,COMPARABLE_COMMERCIAL,LOW
2026,2026-06,SHOULDER,2762,Camera Superior,HB,Mezza Pensione,31,25982.06,159.61,4.87,38.48,COMPARABLE_COMMERCIAL,MEDIUM
2026,2026-06,SHOULDER,2763,Camera Deluxe,FB,Pensione Completa,3,5082.68,273.67,6.0,26.33,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-06,SHOULDER,2763,Camera Deluxe,HB,Mezza Pensione,10,10908.96,180.61,6.0,19.9,COMPARABLE_COMMERCIAL,LOW
2026,2026-06,SHOULDER,2764,Appartamento Area Giardino,FB,Pensione Completa,13,19244.27,219.83,6.46,47.23,COMPARABLE_COMMERCIAL,LOW
2026,2026-06,SHOULDER,2764,Appartamento Area Giardino,HB,Mezza Pensione,43,62501.07,211.85,6.91,49.81,COMPARABLE_COMMERCIAL,MEDIUM
2026,2026-06,SHOULDER,2764,Appartamento Area Giardino,MUL,Multipropriet,15,5283.0,49.59,7.47,215.93,SPECIAL_OR_NON_COMPARABLE,LOW
2026,2026-06,SHOULDER,2764,Appartamento Area Giardino,OB,Only Bed,2,0.0,0.0,1.5,3.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-06,SHOULDER,2765,Appartamento Area Piscina,FB,Pensione Completa,17,18763.51,205.35,4.82,33.47,COMPARABLE_COMMERCIAL,LOW
2026,2026-06,SHOULDER,2765,Appartamento Area Piscina,HB,Mezza Pensione,39,43523.32,188.02,5.82,30.38,COMPARABLE_COMMERCIAL,MEDIUM
2026,2026-06,SHOULDER,2765,Appartamento Area Piscina,MUL,Multipropriet,3,70.0,3.33,7.0,215.0,SPECIAL_OR_NON_COMPARABLE,INSUFFICIENT
2026,2026-06,SHOULDER,3231,Suite Familiare,HB,Mezza Pensione,5,7703.95,220.65,6.2,70.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-06,SHOULDER,5375,Villino 2Ten,FB,Pensione Completa,2,2800.0,200.0,7.0,42.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-06,SHOULDER,5375,Villino 2Ten,HB,Mezza Pensione,2,751.35,125.22,3.0,13.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-06,SHOULDER,5376,Villino Double,FB,Pensione Completa,3,6425.0,284.79,7.67,103.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-06,SHOULDER,22380,OTA Camera Standard,HB,Mezza Pensione,2,951.03,169.86,3.0,20.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-07,PEAK,2761,Camera  Standard,FB,Pensione Completa,16,18938.31,192.61,5.12,41.75,COMPARABLE_COMMERCIAL,LOW
2026,2026-07,PEAK,2761,Camera  Standard,HB,Mezza Pensione,41,46065.72,211.81,5.54,65.0,COMPARABLE_COMMERCIAL,MEDIUM
2026,2026-07,PEAK,2762,Camera Superior,FB,Pensione Completa,6,5699.4,195.52,5.0,36.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-07,PEAK,2762,Camera Superior,HB,Mezza Pensione,29,45600.39,256.37,6.1,57.03,COMPARABLE_COMMERCIAL,LOW
2026,2026-07,PEAK,2763,Camera Deluxe,FB,Pensione Completa,6,16465.65,376.44,7.5,78.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-07,PEAK,2763,Camera Deluxe,HB,Mezza Pensione,9,16433.04,335.31,5.56,38.11,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-07,PEAK,2764,Appartamento Area Giardino,FB,Pensione Completa,10,18283.39,290.68,5.8,77.9,COMPARABLE_COMMERCIAL,LOW
2026,2026-07,PEAK,2764,Appartamento Area Giardino,HB,Mezza Pensione,33,63839.62,277.48,6.58,53.67,COMPARABLE_COMMERCIAL,MEDIUM
2026,2026-07,PEAK,2764,Appartamento Area Giardino,MUL,Multipropriet,43,28716.99,91.7,7.47,237.14,SPECIAL_OR_NON_COMPARABLE,MEDIUM
2026,2026-07,PEAK,2765,Appartamento Area Piscina,FB,Pensione Completa,17,33125.83,303.7,5.71,51.94,COMPARABLE_COMMERCIAL,LOW
2026,2026-07,PEAK,2765,Appartamento Area Piscina,HB,Mezza Pensione,36,71422.35,291.69,6.58,51.81,COMPARABLE_COMMERCIAL,MEDIUM
2026,2026-07,PEAK,2765,Appartamento Area Piscina,MUL,Multipropriet,3,1633.0,77.76,7.0,231.33,SPECIAL_OR_NON_COMPARABLE,INSUFFICIENT
2026,2026-07,PEAK,2765,Appartamento Area Piscina,OB,Only Bed,2,0.0,0.0,1.0,1.5,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-07,PEAK,2767,Suite Familiare Vista Piscina,FB,Pensione Completa,1,3402.45,486.06,7.0,69.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-07,PEAK,2767,Suite Familiare Vista Piscina,HB,Mezza Pensione,1,2590.0,370.0,7.0,75.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-07,PEAK,3231,Suite Familiare,HB,Mezza Pensione,1,300.0,150.0,2.0,4.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-07,PEAK,5375,Villino 2Ten,HB,Mezza Pensione,1,2100.0,210.0,10.0,73.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-07,PEAK,5376,Villino Double,FB,Pensione Completa,1,3613.05,401.45,9.0,101.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
2026,2026-07,PEAK,5376,Villino Double,HB,Mezza Pensione,1,1960.0,280.0,7.0,70.0,COMPARABLE_COMMERCIAL,INSUFFICIENT
