booking_code,dataset_year,status,booking_type,checkin_date,checkout_date,checkin_month,nights,adults_number,children_number,infants_number,guests_number,customer_code,customer_country,customer_province,customer_region,customer_lang,channel_code,channel_name,source,medium,room_id,room_name,arrangement_code,arrangement_name,policy_id,policy_name,agency_code,agency_kind,group_code,group_type,total_stay_amount,total_extra_amount,total_taxes_amount,total_amount,adr,creation_datetime,cancellation_datetime,lead_time_days,is_canceled
B-5AADFFAB3D6E,2024,CANCELED,GRP,2024-06-16,2024-06-29,2024-06,13,2,0,0,2,,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,5375,Villino 2Ten,HB,Mezza Pensione,1,Standard Policy,,,G-AC7198A1,ind,1990.0,0,0,1990.0,153.08,2024-06-05 12:38:47,2024-06-07 18:28:54,11,1
B-674F47AC1B59,2024,CONFIRMED,GRP,2024-06-23,2024-06-30,2024-06,7,2,0,0,2,,IT,BN,CAMPANIA,IT,crm,Diretto (CRM),,Inserita da PMS,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,G-7B2B4C65,ind,0,161.0,0,161.0,0.0,2024-06-05 13:28:03,,18,0
B-B50D05590012,2024,CANCELED,GRP,2024-06-08,2024-06-15,2024-06,7,2,0,0,2,,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,G-7B2B4C65,ind,0,0,0,0,0.0,2024-06-05 19:50:31,2024-06-05 20:04:53,3,1
B-A30C52435242,2024,CONFIRMED,GRP,2024-08-04,2024-08-11,2024-08,7,2,2,0,4,C-598A87BE5BF2,IT,BT,PUGLIA,IT,crm,Diretto (CRM),operatori_interni,Preventivo da Minisito,2763,Camera Deluxe,FB,Pensione Completa,1,Standard Policy,,,G-00F1C9BC,ind,3190.0,43.0,0,3233.0,455.71,2024-06-05 19:55:13,,60,0
B-6D5C1D894E46,2024,CONFIRMED,GRP,2024-06-09,2024-06-14,2024-06,5,2,0,0,2,,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2763,Camera Deluxe,FB,Pensione Completa,1,Standard Policy,,,G-7B2B4C65,ind,0,44.0,0,44.0,0.0,2024-06-05 20:09:47,,4,0
B-C14DB6F178F5,2024,CANCELED,GRP,2024-08-24,2024-08-31,2024-08,7,2,2,0,4,C-0E4FA6A8C6E2,IT,,,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2765,Appartamento Area Piscina,HB,Mezza Pensione,1,Standard Policy,,,G-AC7198A1,ind,2690.0,0,0,2690.0,384.29,2024-06-06 10:15:59,2024-06-10 16:51:54,79,1
B-99FBFDFF94D6,2024,CONFIRM_WAITING,IND,2024-06-22,2024-06-23,2024-06,1,2,0,0,2,C-4F133F61E8F9,IT,,,IT,crm,Diretto (CRM),operatori_interni,Preventivo da Minisito,2763,Camera Deluxe,FB,Pensione Completa,1,Standard Policy,,,,,0,0,0,0,0.0,2024-06-06 13:43:45,,16,0
B-2F2AE50188F0,2024,CONFIRMED,GRP,2024-06-07,2024-06-09,2024-06,2,2,0,0,2,,IT,BA,PUGLIA,IT,crm,Diretto (CRM),,Inserita da PMS,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,G-676AA395,ind,200.0,0,0,200.0,100.0,2024-06-06 17:59:02,,1,0
B-53AB30AD2212,2024,CONFIRMED,GRP,2024-07-07,2024-07-14,2024-07,7,2,1,0,3,,IT,NA,CAMPANIA,IT,crm,Diretto (CRM),,Inserita da PMS,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,G-7B2B4C65,ind,0,0,0,0,0.0,2024-06-06 20:20:40,,31,0
B-1EE1F95C1E44,2024,CANCELED,GRP,2024-06-30,2024-07-06,2024-06,6,2,2,0,4,,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,G-AC7198A1,ind,0,0,0,0,0.0,2024-06-07 09:30:12,2024-06-07 09:36:17,23,1
B-E02B2173EBDD,2024,CONFIRMED,GRP,2024-06-07,2024-06-09,2024-06,2,2,0,0,2,,IT,BA,PUGLIA,IT,crm,Diretto (CRM),,Inserita da PMS,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,G-676AA395,ind,200.0,0,0,200.0,100.0,2024-06-07 09:42:42,,0,0
B-338D081B9C05,2024,CANCELED,GRP,2024-06-30,2024-07-13,2024-06,13,2,2,0,4,C-9AADB97FC6EC,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,G-AC7198A1,ind,4490.0,0,0,4490.0,345.38,2024-06-07 09:53:22,2024-06-07 12:02:11,23,1
B-3541DA60C61C,2024,CONFIRMED,IND,2024-06-16,2024-06-23,2024-06,7,2,0,0,2,C-188C2C45D27B,IT,BT,PUGLIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,,,1267.0,23.0,0,1290.0,181.0,2024-06-07 14:33:14,,9,0
B-9A8DCE8334CE,2024,CONFIRMED,GRP,2024-06-07,2024-06-08,2024-06,1,2,0,0,2,,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,G-676AA395,ind,200.0,0,0,200.0,200.0,2024-06-07 14:53:08,,0,0
B-82400B1D7C57,2024,CONFIRMED,GRP,2024-06-08,2024-06-09,2024-06,1,2,0,0,2,C-0C203C3211BC,IT,BA,PUGLIA,IT,crm,Diretto (CRM),,Inserita da PMS,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,AG-C5EEA7EE,company,G-676AA395,ind,200.0,0,0,200.0,200.0,2024-06-07 14:57:29,,1,0
B-8BCD6C329ED1,2024,CANCELED,GRP,2024-06-29,2024-07-06,2024-06,7,2,2,0,4,C-DE44A15AE0FA,IT,,,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2763,Camera Deluxe,FB,Pensione Completa,1,Standard Policy,,,G-AC7198A1,ind,2790.0,0,0,2790.0,398.57,2024-06-07 16:18:28,2024-06-11 11:37:21,22,1
B-77F504BF2760,2024,CONFIRMED,GRP,2024-06-07,2024-06-09,2024-06,2,2,0,0,2,C-0C203C3211BC,IT,BA,PUGLIA,IT,crm,Diretto (CRM),,Inserita da PMS,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,AG-C5EEA7EE,company,G-676AA395,ind,200.0,4.0,0,204.0,100.0,2024-06-07 17:08:53,,0,0
B-54632357140F,2024,CONFIRMED,IND,2024-06-16,2024-06-23,2024-06,7,2,0,0,2,C-C8DDFF419A98,IT,BT,PUGLIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,,,1170.0,380.0,0,1550.0,167.14,2024-06-07 17:17:02,,9,0
B-F353B9812764,2024,CONFIRMED,GRP,2024-06-23,2024-06-30,2024-06,7,2,0,0,2,,IT,BN,CAMPANIA,IT,crm,Diretto (CRM),,Inserita da PMS,5375,Villino 2Ten,FB,Pensione Completa,1,Standard Policy,,,G-7B2B4C65,ind,0,0,0,0,0.0,2024-06-07 19:26:32,,16,0
B-A90FDB960D3A,2024,CONFIRM_WAITING,IND,2024-06-30,2024-07-07,2024-06,7,3,0,0,3,,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,5375,Villino 2Ten,FB,Pensione Completa,1,Standard Policy,,,,,0,0,0,0,0.0,2024-06-08 12:34:34,,22,0
B-08DCC94A006D,2024,CANCELED,GRP,2024-06-15,2024-06-22,2024-06,7,2,1,0,3,C-0E5E8BE0471A,IT,,,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,G-AC7198A1,ind,1190.0,0,0,1190.0,170.0,2024-06-08 15:51:50,2024-06-09 14:33:28,7,1
B-6EA4B3F19432,2024,CONFIRMED,IND,2024-06-15,2024-06-22,2024-06,7,2,0,0,2,C-63EE225D95C7,IT,CS,CALABRIA,IT,crm,Diretto (CRM),DigitalDept SPECIALE GIUGNO,Conferma da Operatore,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,,,790.0,1.5,0,791.5,112.86,2024-06-09 14:03:31,,6,0
B-FA270175763C,2024,CONFIRMED,IND,2024-09-13,2024-09-15,2024-09,2,4,0,0,4,,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,420.0,5.0,0,425.0,210.0,2024-06-09 14:06:19,,96,0
B-E425D63154A7,2024,CONFIRMED,IND,2024-06-17,2024-06-22,2024-06,5,2,1,1,4,C-334274CB0965,IT,CH,ABRUZZO,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,,,801.0,99.0,0,900.0,160.2,2024-06-10 11:07:19,,7,0
B-F81835968ABD,2024,CONFIRMED,IND,2024-06-17,2024-06-22,2024-06,5,2,2,0,4,C-7E5604C2AF18,IT,CH,ABRUZZO,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,798.0,102.0,0,900.0,159.6,2024-06-10 11:12:30,,7,0
B-BDC40893A014,2024,CANCELED,GRP,2024-08-26,2024-09-01,2024-08,6,2,1,1,4,C-EF4202C8EAA8,IT,,,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,G-AC7198A1,ind,2290.0,0,0,2290.0,381.67,2024-06-10 11:19:41,2024-06-12 13:43:44,77,1
B-F78B0C478C91,2024,CONFIRMED,GRP,2024-06-12,2024-06-16,2024-06,4,1,0,0,1,,IT,BS,LOMBARDIA,IT,crm,Diretto (CRM),,Inserita da PMS,2762,Camera Superior,SP,Solo Pernottamento,1,Standard Policy,,,G-11FFD531,ind,0,0,0,0,0.0,2024-06-10 20:57:00,,2,0
B-51E19675C126,2024,CONFIRMED,IND,2024-06-29,2024-07-06,2024-06,7,2,2,0,4,C-DE44A15AE0FA,IT,AQ,ABRUZZO,IT,crm,Diretto (CRM),operatori_interni,Preventivo da Minisito,2763,Camera Deluxe,FB,Pensione Completa,1,Standard Policy,,,,,1990.0,84.5,0,2074.5,284.29,2024-06-10 22:20:00,,19,0
B-498AA2034AC4,2024,CONFIRMED,IND,2024-06-15,2024-06-22,2024-06,7,3,0,0,3,C-873A59CF8536,IT,,,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,,,990.0,0,0,990.0,141.43,2024-06-11 07:55:45,,4,0
B-E2D78061FF5B,2024,CANCELED,GRP,2024-06-23,2024-06-30,2024-06,7,4,0,0,4,C-0C203C3211BC,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,AG-C5EEA7EE,company,G-676AA395,ind,1192.0,0,0,1192.0,170.29,2024-06-11 19:29:41,2024-06-15 14:53:19,12,1
B-F0D3DCE177A4,2024,CONFIRMED,GRP,2024-06-16,2024-06-22,2024-06,6,2,0,0,2,,IT,PZ,BASILICATA,IT,crm,Diretto (CRM),,Inserita da PMS,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,G-FA2CA281,ind,0,11.5,0,11.5,0.0,2024-06-12 10:46:58,,4,0
B-5F22434E0750,2024,CANCELED,IND,2024-06-16,2024-06-23,2024-06,7,2,2,0,4,,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,,,1090.0,0,0,1090.0,155.71,2024-06-12 10:57:54,2024-06-12 10:58:45,4,1
B-543FFF2EC61E,2024,CONFIRMED,IND,2024-06-16,2024-06-23,2024-06,7,1,2,0,3,C-03BF0085B034,IT,PZ,BASILICATA,IT,crm,Diretto (CRM),,Preventivo da Minisito,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,,,1090.0,89.5,0,1179.5,155.71,2024-06-12 12:27:12,,4,0
B-81D0BEFED80B,2024,CANCELED,IND,2024-06-16,2024-06-23,2024-06,7,4,0,0,4,,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,,,1090.0,0,0,1090.0,155.71,2024-06-12 13:36:21,2024-06-12 14:14:21,4,1
B-68F1E88CD294,2024,CONFIRMED,GRP,2024-06-22,2024-06-23,2024-06,1,2,0,0,2,,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,G-7B2B4C65,ind,0,0,0,0,0.0,2024-06-12 16:12:34,,10,0
B-EB6D94D0D08B,2024,CONFIRMED,IND,2024-07-14,2024-07-21,2024-07,7,2,0,1,3,C-87F35D440D94,IT,MC,MARCHE,IT,crm,Diretto (CRM),,Preventivo da Minisito,2763,Camera Deluxe,FB,Pensione Completa,1,Standard Policy,,,,,2490.0,31.0,0,2521.0,355.71,2024-06-13 11:31:25,,31,0
B-503C86EB9D39,2024,CONFIRMED,GRP,2024-06-16,2024-06-22,2024-06,6,2,0,0,2,,IT,BA,PUGLIA,IT,crm,Diretto (CRM),,Inserita da PMS,2763,Camera Deluxe,HB,Mezza Pensione,1,Standard Policy,,,G-700FFB16,ind,0,41.5,0,41.5,0.0,2024-06-13 13:11:19,,3,0
B-EC7B045C3A0B,2024,CONFIRMED,GRP,2024-06-22,2024-06-23,2024-06,1,2,0,0,2,,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2763,Camera Deluxe,HB,Mezza Pensione,1,Standard Policy,,,G-700FFB16,ind,0,0,0,0,0.0,2024-06-13 13:21:17,,9,0
B-E42CB7A3835F,2024,CONFIRM_WAITING,IND,2024-09-01,2024-09-08,2024-09,7,2,2,0,4,C-EAEF3C8A72CA,IT,,,IT,crm,Diretto (CRM),direct,Preventivo da Minisito,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,,,0,0,0,0,0.0,2024-06-13 17:45:20,,80,0
B-72766F4F2B05,2024,CONFIRMED,IND,2024-07-20,2024-07-27,2024-07,7,2,2,0,4,C-9C71B0BD26E9,IT,FG,PUGLIA,IT,crm,Diretto (CRM),direct,Preventivo da Minisito,2765,Appartamento Area Piscina,HB,Mezza Pensione,1,Standard Policy,,,,,2818.0,0,0,2818.0,402.57,2024-06-14 10:34:11,,36,0
B-E273FAAF129C,2024,CANCELED,GRP,2024-06-22,2024-06-23,2024-06,1,2,0,0,2,,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,G-11FFD531,ind,90.0,0,0,90.0,90.0,2024-06-14 15:40:39,2024-06-22 15:19:18,8,1
B-EC8E502BFC43,2024,CONFIRMED,IND,2024-09-09,2024-09-14,2024-09,5,2,2,0,4,C-012E59C6DA31,IT,MT,BASILICATA,IT,crm,Diretto (CRM),operatori_interni,Preventivo da Minisito,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,1690.0,62.5,0,1752.5,338.0,2024-06-14 15:49:40,,87,0
B-44928A0D3002,2024,CANCELED,GRP,2024-08-04,2024-09-01,2024-08,28,2,0,0,2,,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,G-3E8CFEB4,ind,6080.0,0,0,6080.0,217.14,2024-06-14 16:16:59,2024-08-05 20:30:08,51,1
B-525C954A328F,2024,CONFIRMED,IND,2024-06-15,2024-06-22,2024-06,7,2,0,0,2,C-45507F4CFBB2,IT,CE,CAMPANIA,IT,crm,Diretto (CRM),DigitalDept SPECIALE GIUGNO,Conferma da Operatore,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,,,1042.0,48.0,0,1090.0,148.86,2024-06-14 16:17:49,,1,0
B-354A2A52AF18,2024,CONFIRMED,GRP,2024-06-23,2024-06-30,2024-06,7,3,2,0,5,C-0C203C3211BC,IT,BA,PUGLIA,IT,crm,Diretto (CRM),,Inserita da PMS,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,AG-C5EEA7EE,company,G-AFB1E075,ind,1192.0,151.0,0,1343.0,170.29,2024-06-14 16:58:55,,9,0
B-561D4867DCCA,2024,CANCELED,GRP,2024-06-15,2024-06-16,2024-06,1,2,0,0,2,C-0C203C3211BC,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,AG-C5EEA7EE,company,G-AFB1E075,ind,0,0,0,0,0.0,2024-06-15 00:26:00,2024-06-15 10:31:00,0,1
B-12406B2B4BBC,2024,CANCELED,GRP,2024-06-15,2024-06-16,2024-06,1,2,0,0,2,C-0C203C3211BC,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,AG-C5EEA7EE,company,G-AFB1E075,ind,0,0,0,0,0.0,2024-06-15 00:28:13,2024-06-15 10:32:04,0,1
B-66267CE22881,2024,CANCELED,IND,2024-06-30,2024-07-06,2024-06,6,4,0,0,4,,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,,,0,0,0,0,0.0,2024-06-15 10:17:03,2024-06-15 12:10:45,15,1
B-AB14A646B4B5,2024,CANCELED,IND,2024-06-29,2024-07-06,2024-06,7,2,2,0,4,C-BEF860093D9B,IT,,,IT,crm,Diretto (CRM),operatori_interni,Preventivo da Minisito,2765,Appartamento Area Piscina,HB,Mezza Pensione,1,Standard Policy,,,,,2390.0,0,0,2390.0,341.43,2024-06-15 10:30:09,2024-06-15 15:14:44,14,1
B-568939CF641E,2024,CONFIRMED,GRP,2024-06-16,2024-06-22,2024-06,6,1,0,0,1,,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2764,Appartamento Area Giardino,SP,Solo Pernottamento,1,Standard Policy,,,G-11FFD531,ind,0,0,0,0,0.0,2024-06-15 10:37:54,,1,0
B-C874C25F9C31,2024,CONFIRMED,GRP,2024-06-16,2024-06-23,2024-06,7,2,0,0,2,,IT,BA,PUGLIA,IT,crm,Diretto (CRM),,Inserita da PMS,2765,Appartamento Area Piscina,HB,Mezza Pensione,1,Standard Policy,,,G-700FFB16,ind,0,18.0,0,18.0,0.0,2024-06-15 12:57:10,,1,0
B-072CD284461D,2024,CONFIRMED,IND,2024-06-29,2024-07-06,2024-06,7,2,2,0,4,,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2765,Appartamento Area Piscina,HB,Mezza Pensione,1,Standard Policy,,,,,2388.5,1.5,0,2390.0,341.21,2024-06-15 15:03:18,,14,0
B-F035400C5C05,2024,CONFIRMED,GRP,2024-06-16,2024-06-23,2024-06,7,2,0,0,2,C-0C203C3211BC,IT,LE,PUGLIA,IT,crm,Diretto (CRM),,Inserita da PMS,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,AG-C5EEA7EE,company,G-AFB1E075,ind,800.0,0,0,800.0,114.29,2024-06-16 11:10:51,,0,0
B-52765C707E9C,2024,CONFIRMED,IND,2024-06-22,2024-06-29,2024-06,7,2,2,0,4,C-559C580D862B,IT,MN,LOMBARDIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,,,1290.0,50.0,0,1340.0,184.29,2024-06-17 10:11:36,,5,0
B-58249B396823,2024,CONFIRMED,IND,2024-06-23,2024-07-07,2024-06,14,2,1,0,3,C-4A7954CCB072,IT,MI,LOMBARDIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,,,3484.0,6.0,0,3490.0,248.86,2024-06-17 10:56:18,,6,0
B-C86C9AD80069,2024,CONFIRMED,IND,2024-06-22,2024-06-29,2024-06,7,2,2,0,4,C-FEC7CF0FCA7C,IT,TV,VENETO,IT,crm,Diretto (CRM),,Preventivo da Minisito,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,,,1479.0,11.0,0,1490.0,211.29,2024-06-17 12:24:49,,5,0
B-7089C5DFECAF,2024,CONFIRMED,IND,2024-08-25,2024-09-01,2024-08,7,5,0,0,5,C-0E4FA6A8C6E2,IT,MT,BASILICATA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,,,3190.0,173.0,0,3363.0,455.71,2024-06-17 13:39:37,,69,0
B-99D381B298C4,2024,CONFIRMED,GRP,2024-07-21,2024-07-28,2024-07,7,4,0,0,4,C-0C203C3211BC,IT,BA,PUGLIA,IT,crm,Diretto (CRM),,Inserita da PMS,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,AG-C5EEA7EE,company,G-676AA395,ind,2201.5,31.5,0,2233.0,314.5,2024-06-17 16:11:26,,34,0
B-EC88161B7881,2024,CONFIRMED,GRP,2024-08-18,2024-08-25,2024-08,7,6,0,0,6,C-0C203C3211BC,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,AG-C5EEA7EE,company,G-676AA395,ind,3136.0,0,0,3136.0,448.0,2024-06-17 16:37:21,,62,0
B-8C57EF0ED78C,2024,CONFIRMED,IND,2024-09-01,2024-09-08,2024-09,7,2,0,0,2,C-FBB2E41EB35F,IT,MI,LOMBARDIA,IT,book.lacasarana.it,Booking Engine - book.lacasarana.it,,Booking Engine,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,,,1534.0,36.0,0,1570.0,219.14,2024-06-17 17:51:59,,76,0
B-F6B3D1CE3450,2024,CONFIRMED,IND,2024-06-29,2024-07-07,2024-06,8,3,0,0,3,C-1C970D599BBC,IT,TR,UMBRIA,IT,crm,Diretto (CRM),direct,Preventivo da Minisito,2763,Camera Deluxe,HB,Mezza Pensione,1,Standard Policy,,,,,2890.0,0,0,2890.0,361.25,2024-06-17 18:39:50,,12,0
B-145C95D89903,2024,CONFIRMED,IND,2024-07-13,2024-07-27,2024-07,14,2,2,0,4,C-70AF1EA4A2C4,IT,MB,LOMBARDIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,5376,Villino Double,FB,Pensione Completa,1,Standard Policy,,,,,5990.0,34.0,0,6024.0,427.86,2024-06-17 21:07:50,,26,0
B-51F207150BA5,2024,CONFIRMED,IND,2024-09-08,2024-09-15,2024-09,7,2,1,0,3,C-6554BF9DF310,IT,BA,PUGLIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,5376,Villino Double,FB,Pensione Completa,1,Standard Policy,,,,,1290.0,28.0,0,1318.0,184.29,2024-06-17 21:17:55,,83,0
B-08B6618B8ECE,2024,CONFIRMED,IND,2024-06-23,2024-06-30,2024-06,7,2,3,0,5,C-FA0800C2BABA,IT,AV,CAMPANIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,,,1439.5,50.5,0,1490.0,205.64,2024-06-18 10:56:33,,5,0
B-D66233CB19D7,2024,CONFIRMED,IND,2024-06-23,2024-06-30,2024-06,7,2,2,0,4,C-608C82DF2E4D,IT,PE,ABRUZZO,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,1490.0,27.0,0,1517.0,212.86,2024-06-18 13:28:25,,5,0
B-FCA0B0D26D91,2024,CONFIRMED,GRP,2024-06-27,2024-06-29,2024-06,2,2,0,0,2,,IT,BA,PUGLIA,IT,crm,Diretto (CRM),,Inserita da PMS,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,G-676AA395,ind,600.0,19.0,0,619.0,300.0,2024-06-18 14:23:12,,9,0
B-447F76F40921,2024,CONFIRMED,GRP,2024-06-27,2024-06-29,2024-06,2,2,0,0,2,C-0C203C3211BC,IT,BA,PUGLIA,IT,crm,Diretto (CRM),,Inserita da CRM,3231,Suite Familiare,FB,Pensione Completa,1,Standard Policy,AG-C5EEA7EE,company,G-676AA395,ind,550.0,0,0,550.0,275.0,2024-06-18 14:28:16,,9,0
B-940F28F9B0FC,2024,CONFIRMED,GRP,2024-06-29,2024-06-30,2024-06,1,2,0,0,2,C-0C203C3211BC,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,AG-C5EEA7EE,company,G-AFB1E075,ind,0,14.0,0,14.0,0.0,2024-06-18 16:23:40,,11,0
B-0B8113573916,2024,CONFIRMED,GRP,2024-06-29,2024-06-30,2024-06,1,2,0,0,2,C-0C203C3211BC,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,AG-C5EEA7EE,company,G-AFB1E075,ind,0,0,0,0,0.0,2024-06-18 16:25:26,,11,0
B-561D693A802F,2024,CONFIRMED,GRP,2024-08-03,2024-08-10,2024-08,7,4,0,0,4,,IT,BA,PUGLIA,IT,crm,Diretto (CRM),,Inserita da PMS,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,G-7B2B4C65,ind,129.5,10.5,0,140.0,18.5,2024-06-18 16:49:45,,46,0
B-277DC94CC42A,2024,CONFIRMED,IND,2024-06-30,2024-07-07,2024-06,7,2,1,0,3,C-D4AB77323C45,IT,RM,LAZIO,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,,,1990.0,79.5,0,2069.5,284.29,2024-06-19 09:49:24,,11,0
B-9893B46CAE10,2024,CONFIRMED,GRP,2024-06-22,2024-06-29,2024-06,7,2,3,0,5,C-0C203C3211BC,IT,BA,PUGLIA,IT,crm,Diretto (CRM),operatori_interni,Conferma da Operatore,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,AG-C5EEA7EE,company,G-AFB1E075,ind,1192.0,101.0,0,1293.0,170.29,2024-06-19 14:31:04,,3,0
B-DD9EF13DB38E,2024,CONFIRMED,IND,2024-06-23,2024-06-29,2024-06,6,2,0,0,2,C-01EA3A38134B,IT,PC,EMILIA-ROMAGNA,IT,crm,Diretto (CRM),,Inserita da PMS,2765,Appartamento Area Piscina,HB,Mezza Pensione,1,Standard Policy,,,,,1290.0,64.0,0,1354.0,215.0,2024-06-20 08:41:35,,3,0
B-1782A3D303EB,2024,CONFIRMED,GRP,2024-08-10,2024-08-17,2024-08,7,2,0,0,2,C-0E4FA6A8C6E2,IT,LE,PUGLIA,IT,crm,Diretto (CRM),operatori_interni,Conferma da Operatore,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,G-A0518BB4,ind,3290.0,289.5,0,3579.5,470.0,2024-06-20 10:09:16,,51,0
B-E4C491D10B4E,2024,CANCELED,GRP,2024-07-06,2024-07-13,2024-07,7,2,0,0,2,C-4EEAE82557F5,IT,,,IT,crm,Diretto (CRM),,Inserita da PMS,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,G-AC7198A1,ind,2200.0,0,0,2200.0,314.29,2024-06-20 12:02:56,2024-06-25 20:19:22,16,1
