booking_code,customer_code,guest_seq,guest_code,age_at_checkin,sex
B-37934967EE97,C-B5040CE044F0,4,GU-333BEF6B8225,,
B-37934967EE97,C-B5040CE044F0,5,GU-63ACBD32CE80,,
B-5F9450466DC6,C-87BA2328869A,1,GU-7CA902D2A3E1,48,M
B-5F9450466DC6,C-87BA2328869A,2,GU-DB05314D97E1,49,F
B-5F9450466DC6,C-87BA2328869A,3,GU-94F9CE61BDAD,18,M
B-5F9450466DC6,C-87BA2328869A,4,GU-6C424C80A1CD,15,F
B-5F9450466DC6,C-87BA2328869A,5,GU-352B6AA73CC2,8,M
B-5F9450466DC6,C-87BA2328869A,6,GU-54B058850981,4,M
B-639DF0A39379,C-F36DCF9242E6,1,GU-B0EDE9EFF6E2,38,M
B-639DF0A39379,C-F36DCF9242E6,2,GU-94F1F5BD5A53,3,M
B-639DF0A39379,C-F36DCF9242E6,3,GU-B85845E50653,40,F
B-6B92A58B8062,,1,GU-D436600742B2,53,M
B-6B92A58B8062,,2,GU-CDE84EE2DFF9,20,M
B-6B92A58B8062,,3,GU-E3BA259DE647,53,F
B-6B92A58B8062,,4,GU-B8B37DEDB9A3,15,M
B-25E9FAC24F10,C-AA7FC8D60B92,1,GU-A5558F148965,45,M
B-25E9FAC24F10,C-AA7FC8D60B92,2,GU-0A3CE2C15B41,41,F
B-25E9FAC24F10,C-AA7FC8D60B92,3,GU-54191475AD91,4,F
B-25E9FAC24F10,C-AA7FC8D60B92,4,GU-11C3CA249896,3,F
B-295291447CEA,,1,GU-09AA1973514F,,
B-295291447CEA,,2,GU-09293C558E94,,
B-295291447CEA,,3,GU-AE47586ECD5B,,
B-295291447CEA,,4,GU-AE418B603122,,
B-295291447CEA,,5,GU-CA3A927A5AD3,,
B-675839743DB6,C-5353F7546DA0,1,GU-046C7005DAD8,,
B-675839743DB6,C-5353F7546DA0,2,GU-378C2BFB4C4C,,
B-675839743DB6,C-5353F7546DA0,3,GU-3C40A7B25865,,
B-675839743DB6,C-5353F7546DA0,4,GU-DF4D6CF5D85D,,
B-8B009CE55B66,C-FDCC02C1D1D1,1,GU-4C0EE1E40295,45,F
B-8B009CE55B66,C-FDCC02C1D1D1,2,GU-1B7F80371CAC,46,F
B-8B009CE55B66,C-FDCC02C1D1D1,3,GU-DFB233D7C760,16,M
B-8B009CE55B66,C-FDCC02C1D1D1,4,GU-2B7453717801,13,M
B-2B1F86ED6B94,,1,GU-3CB986A63470,53,F
B-2B1F86ED6B94,,2,GU-BBDE6C124961,24,M
B-2B1F86ED6B94,,3,GU-6FAF5DD126AB,56,M
B-EF1E32A44DCC,,1,GU-8C683A6CBB32,50,F
B-EF1E32A44DCC,,2,GU-08D668258997,50,M
B-EF1E32A44DCC,,3,GU-EE918FD9FBA3,15,M
B-2F0BDF9C7759,C-B7130427FACA,1,GU-818F4FC17751,44,F
B-2F0BDF9C7759,C-B7130427FACA,2,GU-69D5C728350E,52,M
B-2F0BDF9C7759,C-B7130427FACA,3,GU-C4E2D22C385A,7,M
B-2F0BDF9C7759,C-B7130427FACA,4,GU-809A0EBA1006,4,M
B-DC3B9B0A64E0,C-290F3A4B19DC,1,GU-10BCA08A0094,56,F
B-DC3B9B0A64E0,C-290F3A4B19DC,2,GU-92F2C44EBB8C,51,M
B-C9FC9E5737B7,C-290F3A4B19DC,1,GU-330E936CE60C,59,F
B-C9FC9E5737B7,C-290F3A4B19DC,2,GU-67F584EFC755,15,M
B-D717B1D87602,C-24CCD2BE12F9,1,GU-C3FA5F657D92,42,
B-D717B1D87602,C-24CCD2BE12F9,2,GU-D5959294D9B3,39,
B-D717B1D87602,C-24CCD2BE12F9,3,GU-F0AF1A1D903C,3,
B-D717B1D87602,C-24CCD2BE12F9,4,GU-A511531305C3,1,
B-E55634F63711,C-3C545FB53040,1,GU-4B2EBE9975C9,38,F
B-E55634F63711,C-3C545FB53040,2,GU-AC7BAAEB3E29,9,M
B-E55634F63711,C-3C545FB53040,3,GU-C351606F7367,39,M
B-83BB8F42235E,C-789238F013E3,1,GU-B3449827D0E3,45,M
B-83BB8F42235E,C-789238F013E3,2,GU-6EC5DB22D579,42,F
B-83BB8F42235E,C-789238F013E3,3,GU-B824C492F4C0,7,M
B-6C16BB15DFC4,C-E4C8D105F2BA,1,GU-EB96B216E516,54,M
B-6C16BB15DFC4,C-E4C8D105F2BA,2,GU-146F7205B103,46,F
B-6C16BB15DFC4,C-E4C8D105F2BA,3,GU-B081A48339DC,18,M
B-6C16BB15DFC4,C-E4C8D105F2BA,4,GU-9A019B57353E,0,F
B-6C16BB15DFC4,C-E4C8D105F2BA,5,GU-C72E6F0CD621,13,F
B-3114527C2130,C-2B9F3EF19024,1,GU-DE64E2539585,,
B-3114527C2130,C-2B9F3EF19024,2,GU-4FABC73B4B92,,
B-3114527C2130,C-2B9F3EF19024,3,GU-15608E3FA09D,,
B-F66E4D7E9AB4,C-80B1B77A55FF,1,GU-FB0520C44A96,49,M
B-F66E4D7E9AB4,C-80B1B77A55FF,2,GU-F295DE4E23B8,47,F
B-F66E4D7E9AB4,C-80B1B77A55FF,3,GU-04924A64178F,14,F
B-41E687DDE761,C-A3164F288E11,1,GU-7BCAF9BDA976,54,M
B-41E687DDE761,C-A3164F288E11,2,GU-CA71CD868D83,53,F
B-41E687DDE761,C-A3164F288E11,3,GU-528465ED7F5A,15,M
B-4C0EE9F673C4,C-117CD30BB749,1,GU-EC672D893A5B,41,M
B-4C0EE9F673C4,C-117CD30BB749,2,GU-77BD8D75706C,42,F
B-4C0EE9F673C4,C-117CD30BB749,3,GU-E8891D426505,16,M
B-EEB3AB9BEF3D,C-33836249822F,1,GU-437386D90BD2,,
B-EEB3AB9BEF3D,C-33836249822F,2,GU-CD013AB80611,,
B-9D0638E9177A,,1,GU-BFDB107722FE,,
B-9D0638E9177A,,2,GU-259817EC06F0,,
B-9D0638E9177A,,3,GU-289A66F2ED89,,
B-9D0638E9177A,,4,GU-8CEC5A4FD2C7,,
B-CABE2568E410,C-B1009D54DE83,1,GU-59EFF8011AD9,49,M
B-CABE2568E410,C-B1009D54DE83,2,GU-6E18E8E008A6,48,F
B-CABE2568E410,C-B1009D54DE83,3,GU-B794A2E19B8B,15,M
B-CABE2568E410,C-B1009D54DE83,4,GU-4D225006153A,13,M
B-CABE2568E410,C-B1009D54DE83,5,GU-B11F0BB0D6A8,7,F
B-84CC18EDF777,,1,GU-87182E9F42C8,,
B-84CC18EDF777,,2,GU-E2CBD99FAC9D,,
B-E50584275734,C-0E4FA6A8C6E2,1,GU-536A5137AC6E,42,F
B-E50584275734,C-0E4FA6A8C6E2,2,GU-B765C214CC64,54,M
B-E50584275734,C-0E4FA6A8C6E2,3,GU-02AEC9B3556F,10,F
B-E50584275734,C-0E4FA6A8C6E2,4,GU-1E4D14D84CE2,16,M
B-980C0B3B2D86,,1,GU-9A5CDEA7D511,,
B-980C0B3B2D86,,2,GU-CA09EFB3429A,,
B-980C0B3B2D86,,3,GU-EDD2C457724F,,
B-F06CFBEC6357,C-A4B79D15B5FF,1,GU-36AF6A3AB0B0,58,M
B-F06CFBEC6357,C-A4B79D15B5FF,2,GU-E03683709C04,45,F
B-F06CFBEC6357,C-A4B79D15B5FF,3,GU-74C51620ED6E,18,F
B-F06CFBEC6357,C-A4B79D15B5FF,4,GU-4595B227B55F,17,F
B-77F950359A8C,,1,GU-36AE62F0ED8D,,
B-77F950359A8C,,2,GU-04598746DC00,,
B-81393EE66C82,,1,GU-34D5E9E7880A,,
B-81393EE66C82,,2,GU-EA721B14FFB9,,
B-81393EE66C82,,3,GU-179A3B06E554,,
B-38E395C5B839,,1,GU-105CC5C36008,,
B-38E395C5B839,,2,GU-98C74AB444C8,,
B-38E395C5B839,,3,GU-A01848CF4660,,
B-B8D838FA3A1A,C-0C203C3211BC,1,GU-3B9792C7DF92,,
B-B8D838FA3A1A,C-0C203C3211BC,2,GU-27A056EDD513,,
B-42BB7F4E2926,C-34C779C5A48A,1,GU-EEAD70036347,47,
B-42BB7F4E2926,C-34C779C5A48A,2,GU-C7A4AD2A14AC,4,
B-42BB7F4E2926,C-34C779C5A48A,3,GU-7225C88D56F2,1,
B-42BB7F4E2926,C-34C779C5A48A,4,GU-8B70C8A72B52,44,
B-697D86258923,,1,GU-43247015611F,,
B-697D86258923,,2,GU-E496FEAFFC96,,
B-697D86258923,,3,GU-EAC1C44263AD,,
B-697D86258923,,4,GU-BBA7573957EC,,
B-FAB174966CE6,C-9E54EDB95E3B,1,GU-00BB42CFB70A,35,M
B-FAB174966CE6,C-9E54EDB95E3B,2,GU-ECB88C1EA9CF,32,F
B-FAB174966CE6,C-9E54EDB95E3B,3,GU-61ED61616E78,13,M
B-FAB174966CE6,C-9E54EDB95E3B,4,GU-7D9FEE1A2373,9,F
B-A6C5E50E4D1F,C-5353F7546DA0,1,GU-6E98740FDCB0,45,M
B-A6C5E50E4D1F,C-5353F7546DA0,2,GU-7B03EC939A1A,46,F
B-A6C5E50E4D1F,C-5353F7546DA0,3,GU-F370E6F8D16A,15,F
B-A6C5E50E4D1F,C-5353F7546DA0,4,GU-E68A4385AAA7,12,M
B-DCE06174BAED,C-5353F7546DA0,1,GU-A8E57FB8DE01,,
B-DCE06174BAED,C-5353F7546DA0,2,GU-0FB2EB3E0C75,,
B-2DAFCF938AF0,C-5353F7546DA0,1,GU-D30B6AABACC6,45,M
B-2DAFCF938AF0,C-5353F7546DA0,2,GU-A8728C78CCA9,54,F
B-38BAB085A5C2,C-C5BB2E1DC0C7,1,GU-481E796C450C,,
B-38BAB085A5C2,C-C5BB2E1DC0C7,2,GU-C6670D048A5F,,
B-38BAB085A5C2,C-C5BB2E1DC0C7,3,GU-97D72F4B52BD,,
B-5126503C250D,C-7BFC0F8C22F6,1,GU-6883CA5041C1,53,M
B-5126503C250D,C-7BFC0F8C22F6,2,GU-B7393B6D02EA,55,F
B-5126503C250D,C-7BFC0F8C22F6,3,GU-E3FC3C549B13,22,F
B-5126503C250D,C-7BFC0F8C22F6,4,GU-35DF4B0D11FE,18,F
B-5126503C250D,C-7BFC0F8C22F6,5,GU-9BF27ED28A12,14,F
B-67376B3DF770,C-26A2523521B8,1,GU-FE8D69397A59,60,M
B-67376B3DF770,C-26A2523521B8,2,GU-338F30D3F64C,52,F
B-67376B3DF770,C-26A2523521B8,3,GU-724086D66CE3,16,M
B-67376B3DF770,C-26A2523521B8,4,GU-D7D4878746C1,14,M
B-A6FC653B15E5,C-ACF00B8BDE58,1,GU-53779F119079,42,M
B-A6FC653B15E5,C-ACF00B8BDE58,2,GU-9FB80507C3D2,11,M
B-A6FC653B15E5,C-ACF00B8BDE58,3,GU-100BC8816A19,42,M
B-A6FC653B15E5,C-ACF00B8BDE58,4,GU-641BB6412A7B,2,F
B-D2D8FF7BDF99,C-CDE22E73F2F1,1,GU-420EFC65F9FC,,
B-D2D8FF7BDF99,C-CDE22E73F2F1,2,GU-844D7B8D5B7F,,
B-D2D8FF7BDF99,C-CDE22E73F2F1,3,GU-AE9F8EF2D6B9,,
B-D2D8FF7BDF99,C-CDE22E73F2F1,4,GU-5119CA9B70D2,,
B-968CD172A97E,,1,GU-1F8C4433C13E,,
B-968CD172A97E,,2,GU-B55CAA249860,,
B-968CD172A97E,,3,GU-97321401D659,,
B-51D757CEE1E9,C-27B293202954,1,GU-66B68355DF9E,51,M
B-51D757CEE1E9,C-27B293202954,2,GU-C5720F9636CB,49,F
B-51D757CEE1E9,C-27B293202954,3,GU-CF057C60B3E2,13,F
B-51D757CEE1E9,C-27B293202954,4,GU-ADC782E94464,16,M
B-DD87D5FE0006,,1,GU-7DE245625B65,,
B-DD87D5FE0006,,2,GU-69DB97110FE7,,
B-DD87D5FE0006,,3,GU-79583D1087B6,,
B-DD87D5FE0006,,4,GU-57819EF32DE9,,
B-DD87D5FE0006,,5,GU-73E4B70BEED3,,
B-AA4A2AFE85C1,,1,GU-B22535DD8ECF,,
B-AA4A2AFE85C1,,2,GU-B40B5BB55953,,
B-AA4A2AFE85C1,,3,GU-AA4BD9A9C20F,,
B-AA4A2AFE85C1,,4,GU-AA0F2AA1DDC8,,
B-AA4A2AFE85C1,,5,GU-D02C7C687444,,
B-7E7B8311AD4A,,1,GU-27A9EB7C2D3F,,
B-7E7B8311AD4A,,2,GU-648544F6E0B8,,
B-7E7B8311AD4A,,3,GU-6F51784512D2,,
B-7E7B8311AD4A,,4,GU-C99A8CC0EFCE,,
B-7BF9AD6D9395,,1,GU-D0956D1D606C,,
B-7BF9AD6D9395,,2,GU-CF22A1C53928,,
B-FBF7F1F80F1B,C-5A9D7B353654,1,GU-6B7BE11EB3B7,51,F
B-FBF7F1F80F1B,C-5A9D7B353654,2,GU-ADDCE4E3822F,12,F
B-FBF7F1F80F1B,C-5A9D7B353654,3,GU-6CA3E9B7774D,51,M
B-1298070AE4A2,,1,GU-18A404B69179,48,F
B-1298070AE4A2,,2,GU-1BFCBD7D91CF,13,F
B-1298070AE4A2,,3,GU-3766BDD1E2E6,48,F
B-A87C0E97BBAF,,1,GU-EA868A4BED2E,,
B-A87C0E97BBAF,,2,GU-620ED62BD632,,
B-A87C0E97BBAF,,3,GU-5F65DE2CA749,,
B-A87C0E97BBAF,,4,GU-545DF517CD19,,
B-D790ED11F174,C-3EE4C5D6F26E,1,GU-A70C294A7EC4,60,M
B-D790ED11F174,C-3EE4C5D6F26E,2,GU-132EBE927019,57,F
B-D790ED11F174,C-3EE4C5D6F26E,3,GU-877209DD5BB5,21,M
B-D790ED11F174,C-3EE4C5D6F26E,4,GU-4A8CE15CA3A1,17,F
B-A0E75B9A45A0,C-582C520BE215,1,GU-0D69C1B28719,48,M
B-A0E75B9A45A0,C-582C520BE215,2,GU-E97516960D83,46,F
B-A0E75B9A45A0,C-582C520BE215,3,GU-ABD764F920F1,11,M
B-0570CD614808,C-786D6B79F379,1,GU-FCBC025EA5BB,46,M
B-0570CD614808,C-786D6B79F379,2,GU-56FE6B0E8B0D,8,M
B-0570CD614808,C-786D6B79F379,3,GU-A06B7E17DFDD,11,F
B-0570CD614808,C-786D6B79F379,4,GU-A87E1E654FEA,44,F
B-EB68197727B0,C-786D6B79F379,1,GU-C0E6AE053FC4,51,M
B-EB68197727B0,C-786D6B79F379,2,GU-70783641C595,49,F
B-C004E4818BE9,C-E2CCC34C712D,1,GU-D1D0631EE08A,,
B-C004E4818BE9,C-E2CCC34C712D,2,GU-0D5A214E4A66,,
B-C004E4818BE9,C-E2CCC34C712D,3,GU-577727467965,,
B-21AF16030505,,1,GU-D7D4AA0FDFD2,,
B-21AF16030505,,2,GU-ECB9AAC215EA,,
B-BA1B6B24BE07,,1,GU-AEA5BB40754B,,
B-BA1B6B24BE07,,2,GU-34FB928228AD,,
B-BA1B6B24BE07,,3,GU-B1BBA52B4BF8,,
B-0EAB834596EF,,1,GU-9DA8B085240F,,
B-0EAB834596EF,,2,GU-242FFD32ABD2,,
B-0EAB834596EF,,3,GU-DF110B02AE21,,
B-0EAB834596EF,,4,GU-36B18DD72F7D,,
B-0EAB834596EF,,5,GU-3A3F845DBED4,,
B-6B62538EEF20,,1,GU-1A251D565050,,
B-6B62538EEF20,,2,GU-EE37E095D094,,
B-6B62538EEF20,,3,GU-B92679839F44,,
B-6B62538EEF20,,4,GU-9DFFF655BC79,,
B-6B62538EEF20,,5,GU-71103E4139E0,,
B-DA5D8226A19B,,1,GU-905752CE956F,52,M
B-DA5D8226A19B,,2,GU-81AB8B8200F0,20,F
B-DA5D8226A19B,,3,GU-681BB654F938,14,F
B-DA5D8226A19B,,4,GU-DCE9172A7565,48,F
B-DA5D8226A19B,,5,GU-40A0F8382A43,,
B-B099BBC2F2C3,C-A04637E6857D,1,GU-CADC305336A3,56,M
B-B099BBC2F2C3,C-A04637E6857D,2,GU-08C95AB0AB08,17,F
B-B099BBC2F2C3,C-A04637E6857D,3,GU-C4A88566BA3D,54,F
B-39D69A352E72,C-1AA7ED42D6FF,1,GU-BA19BF08B86E,43,F
B-39D69A352E72,C-1AA7ED42D6FF,2,GU-AAE8E6FCEBCB,12,F
B-39D69A352E72,C-1AA7ED42D6FF,3,GU-222B47008137,10,M
B-39D69A352E72,C-1AA7ED42D6FF,4,GU-EDEA7BB43D98,8,M
B-39D69A352E72,C-1AA7ED42D6FF,5,GU-8579F4BB4A07,52,M
B-C09BCE6C83B2,C-B82594CD8729,1,GU-1E3ACC79EF70,,
B-C09BCE6C83B2,C-B82594CD8729,2,GU-F3E0AA2756B8,,
B-C09BCE6C83B2,C-B82594CD8729,3,GU-B40F1B4B8058,,
B-C09BCE6C83B2,C-B82594CD8729,4,GU-18C2711AC896,,
B-19C1F8A90C65,,1,GU-ACE1F7765556,,
B-56D3F7C213EC,,1,GU-5E2A27D3495B,,
B-301041EA83AE,C-34FB0489BE9F,1,GU-A2F669902A3F,52,M
B-301041EA83AE,C-34FB0489BE9F,2,GU-704BFD860974,47,F
B-301041EA83AE,C-34FB0489BE9F,3,GU-E656A30532BE,20,F
B-32D1747D7D2F,,1,GU-F8F9643E0E33,,
B-32D1747D7D2F,,2,GU-C54AF0317473,,
B-32D1747D7D2F,,3,GU-60735C5BF146,,
B-D551E9AF8518,C-1171C08F1209,1,GU-D6EA71746493,27,M
B-D551E9AF8518,C-1171C08F1209,2,GU-6B7F43C593E7,24,F
B-CDFE3F30C1A0,C-F2E0B64396F9,1,GU-816FC775E19E,59,F
B-CDFE3F30C1A0,C-F2E0B64396F9,2,GU-15F1ABBEBF9D,60,M
B-3DDC968B6E1E,C-391A93D85D45,1,GU-A46AEF93C2CA,37,F
B-3DDC968B6E1E,C-391A93D85D45,2,GU-AD2007107A7B,37,M
B-3DDC968B6E1E,C-391A93D85D45,3,GU-BA308A1E2F1D,12,F
B-3DDC968B6E1E,C-391A93D85D45,4,GU-76F701D2DBC6,11,F
B-3DDC968B6E1E,C-391A93D85D45,5,GU-2F23080F246E,8,M
B-3DDC968B6E1E,C-391A93D85D45,6,GU-C1D8FEC4B067,0,M
B-219686D01411,C-C15721A64D0E,1,GU-4DB13466ECB6,55,M
B-219686D01411,C-C15721A64D0E,2,GU-E662D89A355C,54,F
B-219686D01411,C-C15721A64D0E,3,GU-356877352A23,20,M
B-1EC56FCF3255,C-CBF806EB7F20,1,GU-4452E663AA17,41,F
B-1EC56FCF3255,C-CBF806EB7F20,2,GU-6D4FBE6A6B38,40,M
B-1EC56FCF3255,C-CBF806EB7F20,3,GU-0057C5D8D665,3,M
B-999F29C811E7,C-5F0CAEE38427,1,GU-A5926AFD1F3F,,
B-999F29C811E7,C-5F0CAEE38427,2,GU-06D5510036C9,,
B-999F29C811E7,C-5F0CAEE38427,3,GU-6BCC1374836D,,
B-DC9BD60564C9,C-18533AFD7D7A,1,GU-BAE7CD3FE0D6,51,M
B-DC9BD60564C9,C-18533AFD7D7A,2,GU-1CEEA1AEC569,46,F
B-DC9BD60564C9,C-18533AFD7D7A,3,GU-ED41F3EA06AA,6,M
B-BD03309C3541,C-46F6DDA102AC,1,GU-2A04E7DD4F16,58,M
B-BD03309C3541,C-46F6DDA102AC,2,GU-1A64C92FCBA0,52,F
B-BD03309C3541,C-46F6DDA102AC,3,GU-9953E3EAF0DA,22,F
B-BD03309C3541,C-46F6DDA102AC,4,GU-D5EDC685E424,16,M
B-DC757F12672D,C-7AE9256BB710,1,GU-A6BF4DFEC089,,
B-DC757F12672D,C-7AE9256BB710,2,GU-32D933C16AAE,,
B-DC757F12672D,C-7AE9256BB710,3,GU-23E02491DB1F,,
B-DC757F12672D,C-7AE9256BB710,4,GU-FF53BDA8F311,,
B-4300C3837232,C-7AE9256BB710,1,GU-1820C0A77CAE,38,M
B-4300C3837232,C-7AE9256BB710,2,GU-5B192D63C3AB,34,F
B-4300C3837232,C-7AE9256BB710,3,GU-1D3747865255,12,F
B-4300C3837232,C-7AE9256BB710,4,GU-F04ADA698AC4,7,M
B-947C918F3FDE,C-4B9059E91EB7,1,GU-5CF33EFF5C3B,42,M
B-947C918F3FDE,C-4B9059E91EB7,2,GU-DD8F8DA85DDC,38,F
B-947C918F3FDE,C-4B9059E91EB7,3,GU-202DB197A9B3,15,M
B-947C918F3FDE,C-4B9059E91EB7,4,GU-A42463EA37A7,11,F
B-947C918F3FDE,C-4B9059E91EB7,5,GU-23BF3D08B441,6,M
B-12861A134BD6,C-8431CD466835,1,GU-AA51D5E566C8,,
B-12861A134BD6,C-8431CD466835,2,GU-52473D7EB8B7,,
B-6246196B03D8,C-8431CD466835,1,GU-C908B4A99D0B,,
B-6246196B03D8,C-8431CD466835,2,GU-789AB3E0B58F,,
B-02B1DD63CB1F,,1,GU-99A3C790E351,,
B-02B1DD63CB1F,,2,GU-999C1363B8AA,,
B-02B1DD63CB1F,,3,GU-C8306BDD5BF7,,
B-005235FE8C60,,1,GU-09D9B8E2B655,,
B-005235FE8C60,,2,GU-0876E6E1522A,,
B-191A029E77A1,C-080D2001ACD8,1,GU-F4E47F3E0170,43,F
B-191A029E77A1,C-080D2001ACD8,2,GU-089AF64BDB2D,42,M
B-191A029E77A1,C-080D2001ACD8,3,GU-E102AF3A1237,9,M
B-191A029E77A1,C-080D2001ACD8,4,GU-3A62190FC02E,7,M
B-D2A72CEBDCB1,C-BD665E7951C9,1,GU-1DFF4BC204BE,47,M
B-D2A72CEBDCB1,C-BD665E7951C9,2,GU-AB879BFB11B6,47,F
B-D2A72CEBDCB1,C-BD665E7951C9,3,GU-7948BD75701A,17,F
B-D2A72CEBDCB1,C-BD665E7951C9,4,GU-76EFF23B8F1C,15,F
B-764EF7B9F9B1,C-B6B8B1A5002D,1,GU-238AFF6D4BEE,72,
B-764EF7B9F9B1,C-B6B8B1A5002D,2,GU-10320FB897B9,59,
B-AC6E0B2C76A6,C-82BE79DC2D93,1,GU-E78554DF7111,40,M
B-AC6E0B2C76A6,C-82BE79DC2D93,2,GU-5E2820985E2B,39,F
B-AC6E0B2C76A6,C-82BE79DC2D93,3,GU-D47914E70A9E,7,M
B-AC6E0B2C76A6,C-82BE79DC2D93,4,GU-4457B237A830,4,M
B-E2BE2F971A02,C-DE5829A3CCA8,1,GU-763768CACB2E,33,M
B-E2BE2F971A02,C-DE5829A3CCA8,2,GU-5907C1A3479E,32,F
B-7B057F0D976B,C-0E4FA6A8C6E2,1,GU-464796DF4BD2,53,M
B-7B057F0D976B,C-0E4FA6A8C6E2,2,GU-C684BB332B1B,54,F
B-7B057F0D976B,C-0E4FA6A8C6E2,3,GU-3180F76C3442,23,M
B-7B057F0D976B,C-0E4FA6A8C6E2,4,GU-333C2C328395,21,M
B-59C66DD67FCE,C-3F5649EF5D73,1,GU-C53AC422D6C9,,
B-59C66DD67FCE,C-3F5649EF5D73,2,GU-C530934186EF,,
B-59C66DD67FCE,C-3F5649EF5D73,3,GU-AD18EA44970F,,
B-59C66DD67FCE,C-3F5649EF5D73,4,GU-EAC90581956D,,
B-59C66DD67FCE,C-3F5649EF5D73,5,GU-4D84D0DCF967,,
B-59C66DD67FCE,C-3F5649EF5D73,6,GU-A60E5D3F810D,,
B-5EABCE376471,C-5803A18D5447,1,GU-BC405654E2E1,49,M
B-5EABCE376471,C-5803A18D5447,2,GU-A859319A3CC2,46,F
B-5EABCE376471,C-5803A18D5447,3,GU-8E7E67B3C277,17,F
B-5EABCE376471,C-5803A18D5447,4,GU-2D8C086AD699,11,M
B-4C65881776A2,,1,GU-32EB02A60817,,
B-4C65881776A2,,2,GU-288483C63BF2,,
B-60C7F02AD276,,1,GU-E0DBE9F9D277,,
B-60C7F02AD276,,2,GU-2762DB0C4E48,,
B-827CF9284AE5,,1,GU-3ABBB78EA391,,
B-827CF9284AE5,,2,GU-2B46D645D194,,
B-39EEFB8C9A3D,,1,GU-BCE038B840A7,,
B-39EEFB8C9A3D,,2,GU-BDA9AC3A9EC2,,
B-273CDE800159,C-8B71CCA55B75,1,GU-B361492FA4FA,,
B-273CDE800159,C-8B71CCA55B75,2,GU-9A038C478FD8,,
B-273CDE800159,C-8B71CCA55B75,3,GU-F6096AAE7F41,,
B-273CDE800159,C-8B71CCA55B75,4,GU-EBACCA5E0B52,,
B-568921720778,,1,GU-0E961022E9B2,,
B-568921720778,,2,GU-D749B7A4430A,,
B-84A7A2386734,C-12429597BC74,1,GU-FC2A4F20D53A,45,M
B-84A7A2386734,C-12429597BC74,2,GU-3FD8F24C2C48,40,F
B-84A7A2386734,C-12429597BC74,3,GU-C2BC5436D3E3,2,F
B-92190451C3C2,,1,GU-2D526A3F3EAB,,
B-92190451C3C2,,2,GU-102847DACAC8,,
B-92190451C3C2,,3,GU-BCCAFF235A37,,
B-92190451C3C2,,4,GU-3398B2893930,,
B-7A01381BC2B4,,1,GU-40962669D353,,
B-7A01381BC2B4,,2,GU-4B676C8D4C9F,,
B-7A01381BC2B4,,3,GU-7298A828B2DE,,
B-15643F7CF3B6,C-700898DB072C,1,GU-A829D29BD071,53,M
B-15643F7CF3B6,C-700898DB072C,2,GU-7A30EF373A0C,49,F
B-15643F7CF3B6,C-700898DB072C,3,GU-FA7CABD14434,14,F
B-B4A9BCF75C1F,,1,GU-5D9722F7981C,,
B-B4A9BCF75C1F,,2,GU-6D3B3948A3D8,,
B-B4A9BCF75C1F,,3,GU-FB7FB9A15C5E,,
B-B4A9BCF75C1F,,4,GU-183DD3403156,,
B-FB6155001ED1,C-3B319B715838,1,GU-62D4AAAC6180,47,F
B-FB6155001ED1,C-3B319B715838,2,GU-97762CF9A5CF,50,M
B-FB6155001ED1,C-3B319B715838,3,GU-52FE50B4DCA5,12,F
B-FB6155001ED1,C-3B319B715838,4,GU-1B76CF1917E2,10,M
B-65624F311D99,C-2CC7DF586812,1,GU-CF9D20180122,35,F
B-65624F311D99,C-2CC7DF586812,2,GU-EC1B1597B938,38,M
B-65624F311D99,C-2CC7DF586812,3,GU-405222A3292A,6,F
B-65624F311D99,C-2CC7DF586812,4,GU-576C5A1E82EF,3,F
B-8E81839B98C8,C-B6B33D2CE565,1,GU-55C2868299BF,,
B-8E81839B98C8,C-B6B33D2CE565,2,GU-DA795F5890CE,,
B-8E81839B98C8,C-B6B33D2CE565,3,GU-AE4BD684AA69,,
B-8E81839B98C8,C-B6B33D2CE565,4,GU-671AFC4FB8E6,,
B-773A06E9E454,,1,GU-6C3A0DB3F602,26,M
B-773A06E9E454,,2,GU-6448D1D9688E,23,M
B-773A06E9E454,,3,GU-FAA4116E1421,55,M
B-773A06E9E454,,4,GU-469B566C0291,52,F
B-F77D0026C3C4,C-AC22B2D75103,1,GU-BA674F0FAE5C,47,F
B-F77D0026C3C4,C-AC22B2D75103,2,GU-57D4D002F6EB,43,M
B-F77D0026C3C4,C-AC22B2D75103,3,GU-4416FE6C8D71,11,M
B-F77D0026C3C4,C-AC22B2D75103,4,GU-77C781A46CAF,7,M
B-271B937F91C7,C-13EC03C70A57,1,GU-0B14927A8008,38,M
B-271B937F91C7,C-13EC03C70A57,2,GU-DB8F59C85DF6,50,F
B-271B937F91C7,C-13EC03C70A57,3,GU-6F2DAE9202D4,9,M
B-06E8CD734E05,,1,GU-051ECF10129E,,
B-06E8CD734E05,,2,GU-DE4176A3AE37,,
B-06E8CD734E05,,3,GU-A07AE109A74E,,
B-06E8CD734E05,,4,GU-02C8D6FF0564,,
B-87A75FBFB527,,1,GU-DA1731381C3F,,
B-87A75FBFB527,,2,GU-184472741D07,,
B-87A75FBFB527,,3,GU-69F83B2F8B5C,,
B-87A75FBFB527,,4,GU-71FD1B848203,,
B-CAD08B21BCE7,,1,GU-75F0C6A66C43,,
B-CAD08B21BCE7,,2,GU-CADC4584C8F2,,
B-8532136BF937,C-F00A30895F0E,1,GU-15FE59B37ADF,43,M
B-8532136BF937,C-F00A30895F0E,2,GU-096FB983131B,36,F
