request_code,dataset_year,checkin_date,checkout_date,checkin_month,nights,adults_number,children_number,infants_number,customer_code,customer_country,customer_lang,channel_code,channel_name,arrangement_code,arrangement_name,creation_datetime,lead_time_days,quotation_count,has_quotation,quotation_min_amount,quotation_max_amount
R-0C150FF91A37,2025,2025-09-05,2025-09-10,2025-09,5,2,1,0,C-E874D182F0BC,,IT,bd,Booking Engine,,,2025-04-04 16:46:09,154,2,1,880.0,1530.0
R-2129A85BB3ED,2025,2025-08-17,2025-08-24,2025-08,7,4,0,0,C-E2EC24690AFA,,IT,bd,Booking Engine,,,2025-04-04 17:10:15,135,1,1,3325.0,3325.0
R-23627D6B8C97,2025,2025-08-16,2025-08-23,2025-08,7,2,0,1,C-AEA7CB59E614,,IT,booking-engine-advance-s1,Booking Engine - Advance,,,2025-04-04 17:27:51,134,2,1,1600.55,1883.0
R-1E1B2D412A0B,2025,2025-08-23,2025-08-30,2025-08,7,2,2,0,C-0C32F8C5E578,,IT,bd,Booking Engine,,,2025-04-04 18:00:59,141,2,1,2673.25,3145.0
R-7001202D7E40,2025,2025-08-09,2025-08-16,2025-08,7,2,2,0,C-BEEE8FACF681,,IT,booking-engine-advance-s1,Booking Engine - Advance,,,2025-04-04 18:11:35,127,2,1,2205.0,3115.0
R-A0FB58AC73A3,2025,2025-08-16,2025-08-23,2025-08,7,6,1,1,C-9B0DC0482A75,,IT,bd,Booking Engine,,,2025-04-04 18:44:06,134,3,1,1533.0,2723.0
R-3E3D4CF1BE8D,2025,2025-08-31,2025-09-07,2025-08,7,2,0,0,C-D70F4E3D61DB,,IT,bd,Booking Engine,,,2025-04-04 19:13:46,149,2,1,1631.55,1893.0
R-FE8485A9E501,2025,2025-08-31,2025-09-07,2025-08,7,2,1,0,C-9D966597BF6E,,IT,bd,Booking Engine,,,2025-04-04 19:17:47,149,1,1,2418.0,2418.0
R-D14B9C1105CD,2025,2025-06-27,2025-07-06,2025-06,9,2,1,0,C-81F52506B36E,,IT,bd,Booking Engine,,,2025-04-04 19:27:30,84,2,1,1646.0,2231.0
R-40E514F9380D,2025,2025-08-16,2025-08-23,2025-08,7,3,1,0,C-A794ABB00737,,IT,bd,Booking Engine,,,2025-04-04 19:57:02,134,2,1,2619.75,3045.0
R-4010AC48D36C,2025,2025-07-05,2025-07-12,2025-07,7,2,2,0,C-7A8C4909DB6E,,IT,bd,Booking Engine,,,2025-04-04 19:58:15,92,3,1,1588.0,2708.0
R-A5981FC5C7F5,2025,2025-07-20,2025-07-27,2025-07,7,2,1,0,C-AF84966DA038,,IT,bd,Booking Engine,,,2025-04-04 20:24:55,107,1,1,2638.0,2638.0
R-D9AB5DE427F6,2025,2025-08-31,2025-09-07,2025-08,7,2,1,0,C-28FE22A491DF,,IT,booking-engine-advance-s1,Booking Engine - Advance,,,2025-04-04 20:29:21,149,2,1,2077.8,2418.0
R-EFDE62B6F15D,2025,2025-07-13,2025-07-20,2025-07,7,5,1,0,C-18A476ECC9B5,,IT,bd,Booking Engine,,,2025-04-04 20:51:25,100,2,1,2388.0,2468.0
R-7C81F10BD057,2025,2025-08-17,2025-08-27,2025-08,10,2,0,0,C-55629679ABD5,,IT,bd,Booking Engine,,,2025-04-04 21:14:10,135,2,1,2561.0,2960.0
R-C95B8E739D4F,2025,2025-06-14,2025-06-21,2025-06,7,2,1,1,C-2F419C91EE5E,,IT,bd,Booking Engine,,,2025-04-04 21:30:29,71,2,1,2008.0,2078.0
R-FB028C2343C2,2025,2025-08-07,2025-08-17,2025-08,10,1,2,0,C-AD169A7BA395,,IT,bd,Booking Engine,,,2025-04-04 22:31:46,125,2,1,3598.0,4180.0
R-78B0D09D79A2,2025,2025-06-29,2025-07-06,2025-06,7,4,2,1,C-67D5CBEBFB91,,IT,bd,Booking Engine,,,2025-04-04 22:47:35,86,2,1,1904.3,2213.0
R-11E348605019,2025,2025-07-05,2025-07-12,2025-07,7,2,2,0,C-557741A71423,,IT,bd,Booking Engine,,,2025-04-04 22:54:24,92,2,1,2533.0,2715.0
R-C26A23B4ED2A,2025,2025-06-22,2025-06-29,2025-06,7,2,1,0,C-8AE195A30C0C,,IT,bd,Booking Engine,,,2025-04-04 23:08:42,79,2,1,1490.0,1513.0
R-A01F917F5F50,2025,2025-07-06,2025-07-19,2025-07,13,2,2,0,C-9B0A38FED06D,IT,IT,bd,Booking Engine,,,2025-04-04 23:28:24,93,2,1,4427.95,5152.0
R-FA5D21F28662,2025,2025-08-03,2025-08-10,2025-08,7,3,2,0,C-E8F1EBEE4856,,IT,bd,Booking Engine,,,2025-04-04 23:41:47,121,1,1,3750.0,3750.0
R-8105A7E3017F,2025,2025-08-31,2025-09-07,2025-08,7,1,1,0,C-52453B96D115,,IT,bd,Booking Engine,,,2025-04-04 23:45:20,149,2,1,1631.55,1893.0
R-78A2A0AAA819,2025,2025-06-21,2025-06-28,2025-06,7,2,2,0,C-B0C1FA16C95B,,IT,bd,Booking Engine,,,2025-04-05 00:03:21,77,2,1,2030.0,2590.0
R-A68EF0D5AED9,2025,2025-07-12,2025-07-19,2025-07,7,2,2,0,C-012151EC8308,,IT,bd,Booking Engine,,,2025-04-05 05:21:43,98,2,1,2350.25,2765.0
R-A9E525B77CE7,2025,2025-06-22,2025-06-29,2025-06,7,2,2,0,C-C284172220D5,,IT,bd,Booking Engine,,,2025-04-05 06:42:34,78,2,1,2122.05,2478.0
R-040C0F37CF65,2025,2025-09-08,2025-09-14,2025-09,6,2,2,0,C-04E30E43481E,,IT,bd,Booking Engine,,,2025-04-05 08:11:25,156,2,1,1542.9,1794.0
R-473D222AE81A,2025,2025-05-24,2025-05-30,2025-05,6,1,0,0,C-E2BF6A8D6F66,,IT,bd,Booking Engine,,,2025-04-05 09:57:03,49,0,0,,
R-633D399A2205,2025,2025-08-16,2025-08-23,2025-08,7,2,1,0,C-D43897AE16C9,,IT,bd,Booking Engine,,,2025-04-05 10:30:53,133,4,1,2018.8,2793.0
R-C1D4D98D6A40,2025,2025-08-02,2025-08-09,2025-08,7,2,1,0,C-EC4BF5F716E3,,IT,bd,Booking Engine,,,2025-04-05 10:43:58,119,2,1,2008.0,2463.0
R-A0AE91183F6F,2025,2025-08-23,2025-08-30,2025-08,7,2,0,0,C-7F2102AFA85B,,IT,bd,Booking Engine,,,2025-04-05 11:23:40,140,2,1,1462.05,1683.0
R-5CE46706E69A,2025,2025-08-03,2025-08-10,2025-08,7,1,3,0,C-C01BBAE2F502,,IT,bd,Booking Engine,,,2025-04-05 12:32:23,120,1,1,3693.0,3693.0
R-39C7F0B9D2AA,2025,2025-08-18,2025-08-25,2025-08,7,2,2,0,C-7856E1DFEAB2,,IT,bd,Booking Engine,,,2025-04-05 13:05:01,135,2,1,2975.05,3463.0
R-976F19CF155A,2025,2025-06-22,2025-06-29,2025-06,7,10,5,1,C-6D6A07DA9F49,,IT,booking-engine-advance-s1,Booking Engine - Advance,,,2025-04-05 13:12:37,78,5,1,1648.0,3070.0
R-35B0CAA2F459,2025,2025-07-30,2025-08-06,2025-07,7,2,1,0,C-36D4264DF87D,,IT,bd,Booking Engine,,,2025-04-05 13:24:01,116,3,1,1713.0,2623.0
R-762BF3B68B50,2025,2025-07-26,2025-08-02,2025-07,7,2,2,0,C-47EC72767554,,IT,bd,Booking Engine,,,2025-04-05 14:03:29,112,2,1,2545.75,2995.0
R-0C5466850B43,2025,2025-06-08,2025-06-20,2025-06,12,2,1,0,C-AE9975AFA023,,IT,bd,Booking Engine,,,2025-04-05 14:13:58,64,0,0,,
R-955BE52F8C29,2025,2025-08-16,2025-08-23,2025-08,7,2,0,0,C-8310B000B78C,,IT,bd,Booking Engine,,,2025-04-05 14:44:50,133,3,1,1183.0,1883.0
R-E40B47228A7B,2025,2025-06-21,2025-06-28,2025-06,7,2,0,1,C-574C7C963946,,IT,bd,Booking Engine,,,2025-04-05 15:21:41,77,1,1,1658.0,1658.0
R-951CC3DB915F,2025,2025-08-11,2025-08-18,2025-08,7,2,1,0,C-4550BB9DEE65,,IT,bd,Booking Engine,,,2025-04-05 16:05:59,128,2,1,2268.0,2723.0
R-925165D38F52,2025,2025-06-22,2025-06-29,2025-06,7,2,1,0,C-DB96CCF0C70D,,IT,bd,Booking Engine,,,2025-04-05 16:22:17,78,3,1,1584.0,2073.0
R-8D6ADB5764B7,2025,2025-09-22,2025-09-28,2025-09,6,2,0,0,C-056A462C71AC,,IT,bd,Booking Engine,,,2025-04-05 16:29:20,170,0,0,,
R-C2BED570AFFB,2025,2025-08-17,2025-08-24,2025-08,7,2,0,0,C-7CB724DF8F86,,IT,bd,Booking Engine,,,2025-04-05 17:53:00,134,2,1,1513.05,1743.0
R-AFBF6B42CB4F,2025,2025-08-10,2025-08-17,2025-08,7,2,1,1,C-C2D2A8AD5C18,,IT,bd,Booking Engine,,,2025-04-05 17:54:27,127,2,1,3000.55,3493.0
R-1AD7FDCFDEB8,2025,2025-07-06,2025-07-13,2025-07,7,2,0,0,C-9E61137CCA00,,IT,bd,Booking Engine,,,2025-04-05 18:27:16,92,2,1,1554.55,1798.0
R-36B57AA4B736,2025,2025-08-10,2025-08-24,2025-08,14,4,2,1,C-E99A0E43DD43,,IT,bd,Booking Engine,,,2025-04-05 18:34:24,127,3,1,2990.0,5326.0
R-545D07FB3B8A,2025,2025-07-20,2025-07-27,2025-07,7,2,2,0,C-5DF89AE3E22E,,IT,bd,Booking Engine,,,2025-04-05 18:45:49,106,2,1,3170.0,3408.0
R-323E701DE023,2025,2025-08-17,2025-08-24,2025-08,7,3,2,0,C-5E51BF61F747,,IT,bd,Booking Engine,,,2025-04-05 19:00:17,134,1,1,4200.0,4200.0
R-90B554F88261,2025,2025-06-05,2025-06-12,2025-06,7,2,0,0,C-D6439C46D38C,,IT,bd,Booking Engine,,,2025-04-05 19:58:31,61,4,1,878.05,1383.0
R-1D1EAA458412,2025,2025-08-17,2025-08-24,2025-08,7,2,1,0,C-7F32580AC7E9,,IT,bd,Booking Engine,,,2025-04-05 20:36:05,134,6,1,2100.0,3143.0
R-7736CF88B415,2025,2025-08-17,2025-08-24,2025-08,7,2,0,0,C-4DA00323C271,,IT,bd,Booking Engine,,,2025-04-05 20:56:03,134,0,0,,
R-64D174EA763F,2025,2025-08-09,2025-08-19,2025-08,10,2,1,1,C-4B9F7EB564A5,IT,IT,bd,Booking Engine,,,2025-04-05 21:41:55,126,2,1,2590.0,3240.0
R-E5C4A587F484,2025,2025-06-29,2025-07-06,2025-06,7,2,1,0,C-FB41601E9FB5,,IT,bd,Booking Engine,,,2025-04-05 23:02:39,85,2,1,1517.55,1758.0
R-CCCE3565B931,2025,2025-08-25,2025-08-31,2025-08,6,4,0,0,C-90A4C30B9909,,IT,bd,Booking Engine,,,2025-04-06 01:16:49,141,1,1,1734.0,1734.0
R-2A593936BA3E,2025,2025-08-16,2025-08-23,2025-08,7,2,0,0,C-4DA00323C271,,IT,bd,Booking Engine,,,2025-04-06 08:08:09,132,2,1,1810.55,2093.0
R-13F46AF863B2,2025,2025-08-04,2025-08-18,2025-08,14,2,0,0,C-B51FDAA15833,,IT,bd,Booking Engine,,,2025-04-06 08:35:40,120,2,1,3586.0,4286.0
R-A1278D249FC1,2025,2025-07-20,2025-07-27,2025-07,7,2,1,0,C-A81BF8316482,,IT,bd,Booking Engine,,,2025-04-06 09:37:05,105,2,1,1706.8,2008.0
R-CB043865F318,2025,2025-08-16,2025-08-23,2025-08,7,2,1,0,C-F089BCBBE7B1,,IT,bd,Booking Engine,,,2025-04-06 11:09:19,132,2,1,1808.8,2128.0
R-C268E447E989,2025,2025-08-02,2025-08-09,2025-08,7,2,2,0,C-562B50F4ED37,,IT,bd,Booking Engine,,,2025-04-06 11:59:29,118,0,0,,
R-D7B41026C7EF,2025,2025-08-02,2025-08-09,2025-08,7,2,2,0,C-562B50F4ED37,,IT,bd,Booking Engine,,,2025-04-06 12:05:30,118,2,1,3313.0,3355.0
R-278F8537AD71,2025,2025-08-11,2025-08-18,2025-08,7,2,1,0,C-B13A58C004D2,,IT,bd,Booking Engine,,,2025-04-06 12:54:23,127,1,1,2325.0,2325.0
R-E8ADF66EABF0,2025,2025-06-07,2025-06-14,2025-06,7,2,1,1,C-A64DDE61B174,,IT,bd,Booking Engine,,,2025-04-06 13:43:10,62,4,1,1000.0,1940.0
R-0AA9B848E655,2025,2025-07-03,2025-07-06,2025-07,3,7,5,0,C-630FFD819348,,IT,bd,Booking Engine,,,2025-04-06 14:34:11,88,6,1,1042.95,1227.0
R-38ED72051F93,2025,2025-04-19,2025-04-20,2025-04,1,2,0,0,C-04E0F72ED5D1,,IT,bd,Booking Engine,,,2025-04-06 18:10:09,13,0,0,,
R-4B3E86048B17,2025,2025-07-14,2025-07-19,2025-07,5,2,2,0,C-5F6DF343CAA3,,IT,bd,Booking Engine,,,2025-04-06 18:18:30,99,2,1,1270.75,1495.0
R-CF514DDB9799,2025,2025-08-02,2025-08-09,2025-08,7,2,1,0,C-599FA0BA1E38,,IT,bd,Booking Engine,,,2025-04-06 19:47:35,118,2,1,1706.8,2008.0
R-7C7D68686E44,2025,2025-07-21,2025-07-28,2025-07,7,6,0,0,C-FA8158CF9350,,FR,bd,Booking Engine,,,2025-04-06 19:49:07,106,2,1,1983.05,2333.0
R-227D2959923C,2025,2025-08-17,2025-08-31,2025-08,14,2,1,0,C-A5E67CAFD289,,IT,bd,Booking Engine,,,2025-04-06 20:05:52,133,2,1,4272.1,5026.0
R-4E07D9B0C16D,2025,2025-07-16,2025-07-22,2025-07,6,2,0,0,C-E78398AD2071,,IT,bd,Booking Engine,,,2025-04-06 20:46:19,101,2,1,989.4,1164.0
R-7BEC0E12940A,2025,2025-08-09,2025-08-23,2025-08,14,3,2,0,C-6810187D3B8F,,IT,bd,Booking Engine,,,2025-04-06 21:30:05,125,2,1,4153.1,4886.0
R-920F5754E660,2025,2025-07-19,2025-07-26,2025-07,7,3,1,0,C-BEC841359B52,,IT,bd,Booking Engine,,,2025-04-06 21:32:40,104,2,1,2762.25,3210.0
R-15706504441C,2025,2025-08-02,2025-08-17,2025-08,15,2,2,0,C-7860A3105BCB,,IT,bd,Booking Engine,,,2025-04-06 21:37:34,118,2,1,4806.75,5655.0
R-D24FA6AEBB2D,2025,2025-07-27,2025-08-03,2025-07,7,2,2,0,C-47B70DC4BA7C,,IT,bd,Booking Engine,,,2025-04-06 21:51:40,112,2,1,2527.05,2973.0
R-1695DA31EC1C,2025,2025-06-28,2025-07-04,2025-06,6,2,2,0,C-EFC85B45ADF1,,IT,bd,Booking Engine,,,2025-04-06 22:24:12,83,2,1,1290.0,1350.0
R-746858A15999,2025,2025-06-28,2025-07-05,2025-06,7,2,1,1,C-BB8360CF0352,,IT,bd,Booking Engine,,,2025-04-06 22:35:53,83,6,1,1603.0,2275.0
R-361219E0059C,2025,2025-06-30,2025-07-10,2025-06,10,2,1,0,C-4FAF5F9AF49E,,IT,bd,Booking Engine,,,2025-04-06 22:36:34,85,2,1,1394.0,1640.0
R-C7D645F7EBCD,2025,2025-07-31,2025-08-10,2025-07,10,2,1,1,C-8DEBC96B648A,,IT,bd,Booking Engine,,,2025-04-06 22:51:04,116,2,1,2701.45,3761.45
R-91C3089039CE,2025,2025-08-03,2025-08-13,2025-08,10,2,1,0,C-F8580001A606,,IT,bd,Booking Engine,,,2025-04-06 23:01:08,119,2,1,2969.0,3440.0
R-6771C1D80A78,2025,2025-08-16,2025-08-23,2025-08,7,2,1,1,C-C18D103CD07B,,IT,bd,Booking Engine,,,2025-04-06 23:20:13,132,2,1,2790.55,3283.0
R-A2617E587B27,2025,2025-08-16,2025-08-23,2025-08,7,2,3,0,C-23E3E53CB293,,IT,booking-engine-advance-s1,Booking Engine - Advance,,,2025-04-07 08:27:19,131,2,1,2443.0,2660.0
R-14BD321059B9,2025,2025-06-22,2025-06-29,2025-06,7,2,2,0,C-54CB3A1F505A,,IT,bd,Booking Engine,,,2025-04-07 08:29:38,76,5,1,1286.0,2498.0
R-3C2B9E6E4D19,2025,2025-06-30,2025-07-05,2025-06,5,4,0,1,C-616930146F55,,IT,bd,Booking Engine,,,2025-04-07 09:19:03,84,4,1,1120.0,2225.0
R-5D072597E764,2025,2025-08-09,2025-08-16,2025-08,7,3,1,0,C-A573E6BBDD13,,IT,bd,Booking Engine,,,2025-04-07 09:27:53,124,4,1,2023.0,3325.0
R-D02A7FACFCCF,2025,2025-04-21,2025-04-26,2025-04,5,2,2,0,C-EC2BA739785D,,IT,bd,Booking Engine,,,2025-04-07 09:43:45,14,0,0,,
R-CF1D465C0361,2025,2025-09-07,2025-09-14,2025-09,7,2,2,0,C-2CBD2D4A83C8,,IT,bd,Booking Engine,,,2025-04-07 09:50:29,153,2,1,2136.05,2513.0
R-943ED2F4DFF2,2025,2025-07-26,2025-08-02,2025-07,7,2,2,0,C-661B3B0A7A11,,IT,bd,Booking Engine,,,2025-04-07 09:58:28,110,8,1,1558.05,2183.0
R-5A6B919D33F6,2025,2025-08-11,2025-08-21,2025-08,10,2,2,0,C-EC2BA739785D,IT,IT,bd,Booking Engine,HB,Mezza Pensione,2025-04-07 09:59:57,126,2,1,3306.5,3890.0
R-78AA053BDF61,2025,2025-08-02,2025-08-09,2025-08,7,3,1,0,C-A573E6BBDD13,,IT,bd,Booking Engine,,,2025-04-07 10:25:52,117,11,1,1843.0,3215.0
R-57D50E0976BA,2025,2025-07-08,2025-07-18,2025-07,10,2,0,0,C-176752453D3B,,IT,booking-engine-advance-s1,Booking Engine - Advance,,,2025-04-07 10:28:17,92,1,1,2261.45,2261.45
R-DAFF49FE06D6,2025,2025-07-12,2025-07-19,2025-07,7,2,2,0,C-5FB970B84A87,,IT,bd,Booking Engine,,,2025-04-07 10:37:16,96,3,1,2653.0,2835.0
R-46F697C98C01,2025,2025-07-19,2025-07-26,2025-07,7,3,1,0,C-86E8B1EFC630,,EN,bd,Booking Engine,,,2025-04-07 10:41:37,103,6,1,1880.25,3010.75
R-F734E15029AB,2025,2025-06-22,2025-06-27,2025-06,5,2,0,0,C-63427893625D,IT,IT,bd,Booking Engine,,,2025-04-07 10:45:45,76,2,1,884.2,1040.25
R-9D097EC679CD,2025,2025-08-17,2025-08-27,2025-08,10,2,3,0,C-49366F7DA14D,,IT,bd,Booking Engine,,,2025-04-07 10:45:47,132,2,1,3738.7,4398.5
R-DF5DBEBBACFA,2025,2025-06-07,2025-06-14,2025-06,7,2,1,0,C-50753CC9BA66,,IT,bd,Booking Engine,,,2025-04-07 10:58:30,61,6,1,1464.0,1862.0
R-4B8542630275,2025,2025-04-22,2025-04-27,2025-04,5,2,0,0,C-55CAB500DAC1,,IT,bd,Booking Engine,,,2025-04-07 10:58:53,15,0,0,,
R-6EEB68A7597E,2025,2025-08-30,2025-09-06,2025-08,7,2,1,0,C-DF1E560592DC,,IT,bd,Booking Engine,,,2025-04-07 11:01:30,145,10,1,1313.85,2078.6
R-1D2890657F7E,2025,2025-04-22,2025-04-27,2025-04,5,2,0,0,C-55CAB500DAC1,,IT,bd,Booking Engine,,,2025-04-07 11:05:21,15,0,0,,
R-AA6D620B39D8,2025,2025-08-31,2025-09-07,2025-08,7,2,1,1,C-816D14D39405,,IT,bd,Booking Engine,,,2025-04-07 11:10:28,146,4,1,1589.35,2453.85
R-9685AB2EC493,2025,2025-06-22,2025-06-29,2025-06,7,2,2,0,C-31EC7392AAB0,,IT,bd,Booking Engine,,,2025-04-07 11:15:41,76,5,1,1286.0,1914.25
R-DE7205B488FE,2025,2025-07-05,2025-07-12,2025-07,7,2,2,1,C-094D5DADFCBE,,IT,bd,Booking Engine,,,2025-04-07 11:22:16,89,6,1,1342.35,2738.85
R-4558053FC349,2025,2025-08-24,2025-08-31,2025-08,7,2,2,0,C-C3F87873F563,,IT,bd,Booking Engine,,,2025-04-07 11:23:14,139,2,1,2764.05,3251.85
R-C87AAF477AFA,2025,2025-07-19,2025-08-02,2025-07,14,2,3,0,C-AFAC5A96726A,,IT,bd,Booking Engine,,,2025-04-07 11:24:05,103,3,1,3682.2,5358.0
R-C1332AFD7965,2025,2025-08-10,2025-08-17,2025-08,7,2,2,0,C-DA048F491854,,IT,bd,Booking Engine,,,2025-04-07 11:26:50,125,2,1,2651.0,3118.85
R-50E6282B8E29,2025,2025-07-13,2025-07-27,2025-07,14,2,0,0,C-73253967A43C,,IT,bd,Booking Engine,,,2025-04-07 11:37:45,97,2,1,3623.7,4098.7
R-068A85E7B798,2025,2025-08-16,2025-08-23,2025-08,7,3,2,0,C-65AABAAA9D25,,IT,bd,Booking Engine,,,2025-04-07 11:38:06,131,2,1,3221.9,3790.5
R-F096CF410F4B,2025,2025-08-11,2025-08-22,2025-08,11,2,0,0,C-CE1A22E84C85,,IT,bd,Booking Engine,,,2025-04-07 11:41:38,126,2,1,2744.7,3229.05
R-67D88AB96CE8,2025,2025-08-06,2025-08-09,2025-08,3,2,2,0,C-56D00F693958,,IT,bd,Booking Engine,,,2025-04-07 12:00:09,121,2,1,700.1,823.65
R-7EC917B1A5A4,2025,2025-08-17,2025-08-24,2025-08,7,2,2,0,C-2776869C5E0D,,IT,bd,Booking Engine,,,2025-04-07 12:02:26,132,2,1,1746.6,2054.85
R-FE2D7ED556DF,2025,2025-07-06,2025-07-13,2025-07,7,2,0,0,C-BC6167DFC187,,IT,bd,Booking Engine,,,2025-04-07 12:06:44,90,3,1,876.85,1541.85
R-0B75AE664944,2025,2025-06-21,2025-06-28,2025-06,7,2,2,0,C-285CDEFC2B62,,IT,bd,Booking Engine,,,2025-04-07 12:09:32,75,8,1,1916.2,2427.25
R-1A547C183543,2025,2025-06-22,2025-06-29,2025-06,7,2,0,0,C-0B9DEFFB2E36,IT,IT,bd,Booking Engine,,,2025-04-07 12:22:41,76,2,1,1245.95,1465.85
R-0AB08507F7C9,2025,2025-09-14,2025-09-21,2025-09,7,4,0,0,C-94A5D3A723AF,IT,IT,bd,Booking Engine,,,2025-04-07 12:31:29,160,2,1,1123.85,1655.85
R-A24DDA2B66B6,2025,2025-08-19,2025-08-31,2025-08,12,2,0,0,C-D73E657B8B72,,IT,bd,Booking Engine,,,2025-04-07 12:45:10,134,8,1,1956.85,3058.2
R-9053CE7D8687,2025,2025-07-19,2025-07-26,2025-07,7,2,0,0,C-1D2136EBD456,,IT,bd,Booking Engine,,,2025-04-07 13:00:36,103,5,1,1840.35,2170.75
R-6A278E799EB5,2025,2025-06-30,2025-07-07,2025-06,7,2,0,0,C-2C707BCB4C74,,IT,bd,Booking Engine,,,2025-04-07 13:06:16,84,2,1,1522.85,1589.35
R-D9F3CDBAE967,2025,2025-06-06,2025-06-08,2025-06,2,2,0,0,C-587F7543B00D,,IT,bd,Booking Engine,,,2025-04-07 13:07:10,60,2,1,321.4,378.1
R-85FB299B49C1,2025,2025-07-13,2025-07-20,2025-07,7,2,0,0,C-24C7141DDFE6,,IT,bd,Booking Engine,,,2025-04-07 13:09:25,97,2,1,1359.0,1598.85
R-F35D94F88FF5,2025,2025-07-05,2025-07-12,2025-07,7,2,1,0,C-578C0F7715CF,,IT,bd,Booking Engine,,,2025-04-07 13:11:39,89,2,1,1678.0,1974.1
R-8AF8243CB2F6,2025,2025-08-09,2025-08-16,2025-08,7,2,0,1,C-D7FD7520BFBA,,IT,bd,Booking Engine,,,2025-04-07 13:11:43,124,6,1,1363.25,2427.25
R-CD0F659EA111,2025,2025-08-09,2025-08-16,2025-08,7,2,2,0,C-7C40B6C37A3C,,IT,bd,Booking Engine,,,2025-04-07 13:18:51,124,1,1,2836.75,2836.75
R-35110A2BB847,2025,2025-08-20,2025-08-29,2025-08,9,2,0,0,C-131FCE4B47B5,,IT,bd,Booking Engine,,,2025-04-07 13:31:32,135,4,1,1125.3,1728.9
R-D7D16A7CF382,2025,2025-06-08,2025-06-15,2025-06,7,2,0,0,C-4BA599F20031,,IT,bd,Booking Engine,,,2025-04-07 13:55:14,62,1,1,1367.7,1367.7
R-3B32181B0D2A,2025,2025-07-26,2025-08-02,2025-07,7,2,1,0,C-B7ABFBA86FF7,IT,IT,bd,Booking Engine,,,2025-04-07 14:02:28,110,1,1,1744.2,1744.2
R-51F99CA70F39,2025,2025-05-30,2025-06-02,2025-05,3,2,0,0,C-87D210241B31,,IT,bd,Booking Engine,,,2025-04-07 14:04:38,53,1,1,290.0,290.0
R-21E03F53A29C,2025,2025-08-16,2025-08-30,2025-08,14,2,2,0,C-C76E85946763,,IT,bd,Booking Engine,,,2025-04-07 14:14:59,131,6,1,4885.3,5949.0
R-80FE081C1333,2025,2025-08-17,2025-08-24,2025-08,7,2,2,0,C-C76E85946763,,IT,bd,Booking Engine,,,2025-04-07 14:16:36,132,2,1,2511.5,2954.7
R-C1BF1C3813F2,2025,2025-09-01,2025-09-06,2025-09,5,1,1,0,C-3B83DC680CA4,,IT,bd,Booking Engine,,,2025-04-07 14:18:45,147,1,1,995.5,995.5
R-7B04FD648CB2,2025,2025-08-01,2025-08-16,2025-08,15,2,1,0,C-72D55E66EE80,IT,EN,bd,Booking Engine,,,2025-04-07 14:55:44,116,3,1,3370.5,5125.5
R-405E54C63324,2025,2025-08-08,2025-08-17,2025-08,9,2,0,0,C-5A54CCE4F3A1,IT,IT,bd,Booking Engine,,,2025-04-07 15:09:04,123,2,1,1438.95,1692.9
R-00354B3E64A6,2025,2025-08-23,2025-09-06,2025-08,14,2,0,0,C-667FACFF65AC,IT,IT,bd,Booking Engine,,,2025-04-07 15:10:56,138,1,1,3588.4,3588.4
R-51EB7B2F0324,2025,2025-06-22,2025-06-29,2025-06,7,2,2,0,C-75FCBA1E1D5C,,IT,bd,Booking Engine,,,2025-04-07 15:12:39,76,1,1,2240.7,2240.7
R-50B3E86679D6,2025,2025-08-31,2025-09-07,2025-08,7,2,1,0,C-37E36F20B4D5,,IT,bd,Booking Engine,,,2025-04-07 15:23:08,146,1,1,2191.2,2191.2
R-C364F2BB4917,2025,2025-06-22,2025-06-29,2025-06,7,2,1,0,C-8965BABD47B4,,IT,bd,Booking Engine,,,2025-04-07 15:31:16,76,3,1,952.2,1771.2
R-ED0905002237,2025,2025-07-19,2025-07-26,2025-07,7,2,2,0,C-D8B23D5530DA,,IT,booking-engine-advance-s1,Booking Engine - Advance,,,2025-04-07 15:41:56,103,3,1,2935.7,3250.7
R-4F6B34FD22C8,2025,2025-08-16,2025-08-23,2025-08,7,2,3,0,C-DFC8739E5F91,,IT,bd,Booking Engine,,,2025-04-07 15:58:48,131,1,1,3801.0,3801.0
R-19BDA6F1DFC7,2025,2025-07-29,2025-08-01,2025-07,3,4,2,0,C-895676FAD8E7,,IT,bd,Booking Engine,,,2025-04-07 16:00:19,113,8,1,915.3,1266.3
R-3B403B6B612B,2025,2025-07-05,2025-07-12,2025-07,7,2,2,0,C-9D21400FC20D,,IT,bd,Booking Engine,,,2025-04-07 16:01:02,89,1,1,2454.7,2454.7
R-73E4C2D97082,2025,2025-06-08,2025-06-15,2025-06,7,2,0,0,C-FB5B6A763169,,IT,bd,Booking Engine,,,2025-04-07 16:02:21,62,3,1,1161.0,1367.7
R-29C9AD0F6A0D,2025,2025-07-20,2025-07-27,2025-07,7,2,2,0,C-85A590F29ECD,,IT,bd,Booking Engine,,,2025-04-07 16:02:55,104,1,1,2769.7,2769.7
R-90D58DD8768C,2025,2025-08-16,2025-08-23,2025-08,7,2,1,0,C-0A1EA5CEA522,,IT,bd,Booking Engine,,,2025-04-07 16:45:46,131,1,1,1751.0,1751.0
R-9178624E5A58,2025,2025-08-17,2025-08-24,2025-08,7,4,1,0,C-54374CE77BDE,,IT,bd,Booking Engine,,,2025-04-07 16:49:13,132,2,1,2992.5,3591.0
